,case_id,bgid,age,income,sample_inc,ami_catego,tract,elec_consu,TRACTCE10,BLOCKCE10,GEOID10,geometry,household_,attitude,pbc,subnorms
7445,45796,14002,25to44,75to100k,78208.84525242086,4,1400,124.0863595,1400.0,2004.0,360010014002004.0,POINT (-73.76651512796887 42.65432509524464),0,0.9375,0.0,0.5
7446,45797,14002,25to44,75to100k,92084.2397299392,4,1400,124.0863595,1400.0,2004.0,360010014002004.0,POINT (-73.76628049055917 42.65488211238649),0,0.625,-0.16666666666666666,0.25
7447,45802,14002,25to44,100to150k,142769.13300291589,4,1400,124.0863595,1400.0,2004.0,360010014002004.0,POINT (-73.7668000793645 42.65473597326231),0,0.0,-0.3333333333333333,0.75
7448,45806,14002,25to44,150kplus,273774.45517410396,4,1400,124.0863595,1400.0,2004.0,360010014002004.0,POINT (-73.76652714225921 42.65435078030799),0,0.0,0.16666666666666666,0.0
7449,45810,14002,45to54,less75k,63909.42057249037,1,1400,110.040484,1400.0,2004.0,360010014002004.0,POINT (-73.76600095195093 42.65423025397417),0,0.3125,-0.16666666666666666,0.5
7450,45821,14002,55to64,75to100k,84433.21960214064,4,1400,124.0863595,1400.0,2004.0,360010014002004.0,POINT (-73.7669173969215 42.65451448239086),0,0.875,0.0,0.5
7451,45823,14002,55to64,150kplus,171693.55587321744,4,1400,124.0863595,1400.0,2004.0,360010014002004.0,POINT (-73.76679368881521 42.65504675211043),0,0.0,-0.3333333333333333,0.75
7452,45836,14002,25to44,less75k,55220.69397244131,2,1400,101.029416,1400.0,2004.0,360010014002004.0,POINT (-73.76663003897632 42.65493758150315),0,0.625,-0.16666666666666666,0.5
7453,45838,14002,25to44,less75k,49625.876745522284,1,1400,110.040484,1400.0,2004.0,360010014002004.0,POINT (-73.76607201431294 42.65461159249688),0,0.375,-0.5,0.5
7454,45839,14002,25to44,less75k,44417.073016630784,3,1400,105.21587450000001,1400.0,2004.0,360010014002004.0,POINT (-73.76647198595325 42.65461760356056),0,0.5,-0.3333333333333333,0.5
7455,45846,14002,25to44,75to100k,98569.04103574537,4,1400,124.0863595,1400.0,2004.0,360010014002004.0,POINT (-73.76596998078766 42.6547276181846),0,0.3125,-0.16666666666666666,0.5
7456,45847,14002,25to44,75to100k,96972.19457237417,4,1400,124.0863595,1400.0,2004.0,360010014002004.0,POINT (-73.76589888817257 42.65425922367695),0,0.1875,-0.16666666666666666,0.5
7457,45851,14002,25to44,100to150k,115573.25230116483,4,1400,124.0863595,1400.0,2004.0,360010014002004.0,POINT (-73.76657840490907 42.6542661500083),0,0.75,-0.5,1.0
7458,45854,14002,25to44,100to150k,113413.61829127425,4,1400,124.0863595,1400.0,2004.0,360010014002004.0,POINT (-73.76580733993846 42.65460279767999),0,0.125,-0.3333333333333333,0.25
7459,45863,14002,25to44,150kplus,252084.86366066238,4,1400,124.0863595,1400.0,2004.0,360010014002004.0,POINT (-73.76706023531902 42.65436914222155),0,0.5,0.0,0.0
7460,45869,14002,45to54,less75k,52982.373317535195,1,1400,110.040484,1400.0,2004.0,360010014002004.0,POINT (-73.76606717079821 42.65508206725726),0,0.3125,-0.6666666666666666,0.75
7461,45875,14002,45to54,less75k,30242.120561687985,1,1400,110.040484,1400.0,2004.0,360010014002004.0,POINT (-73.76594883974262 42.65494023165296),0,0.0625,-0.16666666666666666,0.0
7462,45885,14002,45to54,100to150k,123841.81930545773,4,1400,124.0863595,1400.0,2004.0,360010014002004.0,POINT (-73.76660254889778 42.65519622348076),0,0.0,0.0,0.25
7463,45887,14002,45to54,150kplus,196684.69277453824,4,1400,124.0863595,1400.0,2004.0,360010014002004.0,POINT (-73.76589815506382 42.65438169461112),0,0.625,0.0,0.0
7464,45892,14002,55to64,less75k,41933.64661648745,3,1400,105.21587450000001,1400.0,2004.0,360010014002004.0,POINT (-73.7665972357613 42.65518621254868),0,0.5625,0.16666666666666666,-0.5
7465,45893,14002,55to64,less75k,32591.774691378312,1,1400,110.040484,1400.0,2004.0,360010014002004.0,POINT (-73.76690600362451 42.65460685769709),0,0.3125,-0.3333333333333333,0.5
7466,45906,14002,65plus,100to150k,106966.25336728751,4,1400,124.0863595,1400.0,2004.0,360010014002004.0,POINT (-73.76660452849265 42.65482816511305),0,0.25,-0.16666666666666666,0.5
7467,45907,14002,65plus,100to150k,100882.12607004211,4,1400,124.0863595,1400.0,2004.0,360010014002004.0,POINT (-73.76608517111359 42.65452998673984),0,0.375,-0.16666666666666666,0.5
26160,45625,14001,25to44,less75k,55282.50113772912,2,1400,101.029416,1400.0,1004.0,360010014001004.0,POINT (-73.76457762522455 42.654325216811),0,0.375,-0.5,0.5
26161,45653,14001,55to64,less75k,21206.685622400117,3,1400,105.21587450000001,1400.0,1004.0,360010014001004.0,POINT (-73.76400725035448 42.65388588006989),0,-0.8125,-0.16666666666666666,1.0
26162,45662,14001,55to64,75to100k,84111.67686149603,4,1400,124.0863595,1400.0,1004.0,360010014001004.0,POINT (-73.76460034131874 42.65423419258368),0,0.0,-0.3333333333333333,-0.25
26163,45678,14001,55to64,150kplus,196477.6237233764,4,1400,124.0863595,1400.0,1004.0,360010014001004.0,POINT (-73.76410582491796 42.6534242717777),0,0.0625,-0.3333333333333333,0.0
26164,45679,14001,55to64,150kplus,186371.3964783262,4,1400,124.0863595,1400.0,1004.0,360010014001004.0,POINT (-73.76512894269636 42.65429348717503),0,0.875,-0.16666666666666666,0.5
26165,45699,14001,65plus,75to100k,93216.79151632516,4,1400,124.0863595,1400.0,1004.0,360010014001004.0,POINT (-73.76484339791392 42.65442567552179),0,0.0625,-0.5,-0.25
26166,45701,14001,65plus,75to100k,79546.37836222223,4,1400,124.0863595,1400.0,1004.0,360010014001004.0,POINT (-73.76350959258028 42.65353344894696),0,0.3125,0.0,0.5
26167,45706,14001,65plus,100to150k,133549.56602394927,4,1400,124.0863595,1400.0,1004.0,360010014001004.0,POINT (-73.76525465902165 42.65473593168839),0,0.0,-0.16666666666666666,-0.5
26168,45711,14001,65plus,100to150k,114692.55427839873,4,1400,124.0863595,1400.0,1004.0,360010014001004.0,POINT (-73.76462534764593 42.65399487991146),0,0.375,-0.16666666666666666,0.5
26169,45787,14001,65plus,100to150k,147383.41388663882,4,1400,124.0863595,1400.0,1004.0,360010014001004.0,POINT (-73.7639191779782 42.65335803393251),1,0.3125,0.5,0.5
26170,45788,14001,65plus,150kplus,213352.30635571046,4,1400,124.0863595,1400.0,1004.0,360010014001004.0,POINT (-73.76538170897565 42.65449807822934),1,0.375,0.16666666666666666,0.75
26206,45630,14001,25to44,100to150k,113710.67454733956,4,1400,124.0863595,1400.0,1006.0,360010014001006.0,POINT (-73.7628904171976 42.65244655361462),0,0.75,-0.3333333333333333,0.0
26207,45636,14001,45to54,less75k,40394.18158811423,3,1400,105.21587450000001,1400.0,1006.0,360010014001006.0,POINT (-73.76208614028444 42.6514704475378),0,0.125,-0.3333333333333333,0.75
26208,45640,14001,45to54,75to100k,87176.04432014571,4,1400,124.0863595,1400.0,1006.0,360010014001006.0,POINT (-73.76280964312218 42.6523730827362),0,0.75,0.0,0.5
26209,45681,14001,55to64,150kplus,293729.77340683143,4,1400,124.0863595,1400.0,1006.0,360010014001006.0,POINT (-73.76348663107063 42.65224364889055),0,0.1875,-0.3333333333333333,0.0
26210,45683,14001,65plus,less75k,59971.737605728275,3,1400,105.21587450000001,1400.0,1006.0,360010014001006.0,POINT (-73.76265926250771 42.65205796035932),0,-0.3125,-0.16666666666666666,0.0
26211,45698,14001,65plus,75to100k,99534.45870105816,4,1400,124.0863595,1400.0,1006.0,360010014001006.0,POINT (-73.76257295697209 42.65178390274026),0,-0.125,-0.6666666666666666,0.25
