,case_id,bgid,age,income,sample_inc,ami_catego,tract,elec_consu,TRACTCE10,BLOCKCE10,GEOID10,geometry,household_,attitude,pbc,subnorms
1700,57440,147001,65plus,less75k,65734.3417647194,1,14700,110.040484,14700.0,1020.0,360010147001020.0,POINT (-74.07545784468465 42.71542422408039),1,0.125,-0.8333333333333334,0.0
1701,57448,147001,65plus,100to150k,117886.61476163685,4,14700,124.0863595,14700.0,1020.0,360010147001020.0,POINT (-74.08046329184087 42.72124137748803),1,0.0625,-0.3333333333333333,0.5
1702,57575,147001,45to54,less75k,46433.82604287697,1,14700,110.040484,14700.0,1020.0,360010147001020.0,POINT (-74.07687409421725 42.71694616821766),1,0.3125,-0.16666666666666666,1.0
1703,57214,147001,25to44,less75k,52306.023507259866,1,14700,110.040484,14700.0,1044.0,360010147001044.0,POINT (-74.08143397024105 42.70408190174275),0,0.25,-0.3333333333333333,0.25
1704,57238,147001,45to54,less75k,51971.74863195995,3,14700,105.21587450000001,14700.0,1044.0,360010147001044.0,POINT (-74.07480805110568 42.70937544783132),0,0.0,-0.16666666666666666,0.25
1705,57272,147001,65plus,100to150k,144981.0825723694,4,14700,124.0863595,14700.0,1044.0,360010147001044.0,POINT (-74.08313773089078 42.7039266197993),0,0.125,0.0,0.0
1706,57347,147001,55to64,less75k,50902.00772008801,3,14700,105.21587450000001,14700.0,1044.0,360010147001044.0,POINT (-74.07379622227847 42.70809124457351),0,-0.0625,-0.8333333333333334,1.0
1707,57410,147001,45to54,less75k,33392.129200167656,3,14700,105.21587450000001,14700.0,1044.0,360010147001044.0,POINT (-74.0770505212398 42.70841211147896),1,0.5,-0.16666666666666666,0.0
1708,57481,147001,45to54,less75k,47227.21009119878,1,14700,110.040484,14700.0,1044.0,360010147001044.0,POINT (-74.07024580349542 42.71019049677697),1,0.625,0.8333333333333334,0.0
1709,57511,147001,55to64,100to150k,130473.88568486914,4,14700,124.0863595,14700.0,1044.0,360010147001044.0,POINT (-74.0814964172686 42.70845496234126),1,0.0,0.16666666666666666,0.25
1710,41097,147002,45to54,75to100k,98525.11670910585,4,14700,124.0863595,14700.0,2008.0,360010147002008.0,POINT (-74.08403620633685 42.6898405143702),0,0.0625,0.0,0.25
1711,41113,147002,55to64,less75k,61906.850996178786,2,14700,101.029416,14700.0,2008.0,360010147002008.0,POINT (-74.0936365951269 42.69474635215145),0,0.5625,-0.5,-0.25
1712,41193,147002,25to44,75to100k,80609.04586069699,4,14700,124.0863595,14700.0,2008.0,360010147002008.0,POINT (-74.08134717914139 42.6987686714535),0,0.3125,-0.16666666666666666,1.0
1713,41209,147002,45to54,less75k,49869.931428197175,3,14700,105.21587450000001,14700.0,2008.0,360010147002008.0,POINT (-74.08098206174449 42.69738899334374),0,0.0,-0.5,0.25
1714,41227,147002,45to54,less75k,31153.011594071642,3,14700,105.21587450000001,14700.0,2008.0,360010147002008.0,POINT (-74.09015501594828 42.6955057046319),0,-0.25,0.0,-0.25
1715,41232,147002,45to54,less75k,37939.56288888642,3,14700,105.21587450000001,14700.0,2008.0,360010147002008.0,POINT (-74.09221282273204 42.70006285055715),0,0.6875,-0.3333333333333333,0.75
1716,41239,147002,45to54,75to100k,79496.43039830412,4,14700,124.0863595,14700.0,2008.0,360010147002008.0,POINT (-74.08474447794531 42.69113512979433),0,0.125,-0.16666666666666666,0.25
1717,41313,147002,55to64,150kplus,280305.2548951505,4,14700,124.0863595,14700.0,2008.0,360010147002008.0,POINT (-74.08371240658269 42.69683990398958),0,0.0625,-0.3333333333333333,0.0
1718,41322,147002,65plus,less75k,56160.048492939524,1,14700,110.040484,14700.0,2008.0,360010147002008.0,POINT (-74.08185612978109 42.69516007097855),0,0.0,-0.16666666666666666,-0.5
1719,41366,147002,65plus,100to150k,105915.29232621094,4,14700,124.0863595,14700.0,2008.0,360010147002008.0,POINT (-74.09074559847161 42.69892318643797),0,0.25,-0.16666666666666666,0.5
1720,41375,147002,65plus,150kplus,198382.53793261547,4,14700,124.0863595,14700.0,2008.0,360010147002008.0,POINT (-74.08702353394253 42.69856644556733),0,0.4375,-0.16666666666666666,0.0
1721,41540,147002,55to64,150kplus,169279.4153805699,4,14700,124.0863595,14700.0,2008.0,360010147002008.0,POINT (-74.08728615408918 42.68927964440998),1,0.6875,0.16666666666666666,0.25
1722,41603,147002,65plus,less75k,62217.75334128352,1,14700,110.040484,14700.0,2008.0,360010147002008.0,POINT (-74.08589644888988 42.69185557869694),1,0.3125,-0.5,0.0
1723,41606,147002,65plus,75to100k,90202.67697987477,4,14700,124.0863595,14700.0,2008.0,360010147002008.0,POINT (-74.09330478672294 42.69305898555468),1,0.875,-0.5,-0.5
1724,57216,147001,25to44,less75k,63043.848250231815,3,14700,105.21587450000001,14700.0,1035.0,360010147001035.0,POINT (-74.0680769897702 42.70520858754377),0,-0.0625,-0.16666666666666666,0.5
1725,57256,147001,55to64,100to150k,121704.23302686945,4,14700,124.0863595,14700.0,1035.0,360010147001035.0,POINT (-74.07804498817626 42.70449852986031),0,0.5,0.3333333333333333,0.25
1726,57324,147001,45to54,75to100k,79595.68240935387,4,14700,124.0863595,14700.0,1035.0,360010147001035.0,POINT (-74.07849994971158 42.70235388387398),0,-0.5,-0.6666666666666666,0.0
1727,57339,147001,45to54,150kplus,220441.63457377817,4,14700,124.0863595,14700.0,1035.0,360010147001035.0,POINT (-74.0684354673175 42.7082402327436),0,0.375,-0.3333333333333333,0.5
1728,57354,147001,55to64,100to150k,135658.95243270812,4,14700,124.0863595,14700.0,1035.0,360010147001035.0,POINT (-74.0845572868233 42.70066508910133),0,0.5,0.0,0.25
1729,57367,147001,65plus,less75k,47859.97783838576,2,14700,101.029416,14700.0,1035.0,360010147001035.0,POINT (-74.08389101959791 42.70124113703186),0,0.4375,-0.6666666666666666,-0.5
1730,57394,147001,25to44,less75k,43523.62501943823,2,14700,101.029416,14700.0,1035.0,360010147001035.0,POINT (-74.07046423515816 42.70648818203191),1,0.5,0.16666666666666666,1.0
1731,57398,147001,25to44,75to100k,90295.0768840492,4,14700,124.0863595,14700.0,1035.0,360010147001035.0,POINT (-74.06574364999993 42.70985206569893),1,-0.0625,-0.16666666666666666,0.25
1732,57430,147001,55to64,less75k,44086.12255066973,2,14700,101.029416,14700.0,1035.0,360010147001035.0,POINT (-74.07565002348525 42.70311046527588),1,0.5,-0.16666666666666666,0.25
1733,57447,147001,65plus,100to150k,125255.48570284645,4,14700,124.0863595,14700.0,1035.0,360010147001035.0,POINT (-74.07644852895038 42.70344201089787),1,0.125,-0.16666666666666666,0.25
