,case_id,bgid,age,income,sample_inc,ami_catego,tract,elec_consu,TRACTCE10,BLOCKCE10,GEOID10,geometry,household_,attitude,pbc,subnorms
1093,54764,137053,25_below,100to150k,136832.89078141208,4,13705,124.0863595,13705.0,3041.0,360010137053041.0,POINT (-73.76874621393617 42.68365033367961),0,0.0,0.0,0.0
1094,54804,137053,45to54,less75k,63261.82140804387,2,13705,101.029416,13705.0,3041.0,360010137053041.0,POINT (-73.76766237698065 42.68119518721386),0,0.0,-0.5,0.5
1095,54885,137053,25to44,less75k,61956.30171487582,1,13705,110.040484,13705.0,3041.0,360010137053041.0,POINT (-73.76861322408273 42.68337945997038),0,0.375,-0.8333333333333334,0.75
1096,54945,137053,25to44,100to150k,134109.60237804553,4,13705,124.0863595,13705.0,3041.0,360010137053041.0,POINT (-73.76640639691192 42.68139341747803),0,0.4375,-0.6666666666666666,0.25
1097,55233,137053,25_below,100to150k,116096.76085747672,4,13705,124.0863595,13705.0,3041.0,360010137053041.0,POINT (-73.76661827715452 42.68011642953523),1,0.0,0.0,0.0
1098,55269,137053,25to44,100to150k,136362.49590725172,4,13705,124.0863595,13705.0,3041.0,360010137053041.0,POINT (-73.76976837620484 42.68446061775538),1,0.625,0.3333333333333333,0.25
2991,31936,137051,45to54,less75k,63737.434933625205,2,13705,101.029416,13705.0,1010.0,360010137051010.0,POINT (-73.79111688704246 42.70264266966374),0,0.1875,-0.5,0.25
2992,32113,137051,45to54,100to150k,142462.26107038994,4,13705,124.0863595,13705.0,1010.0,360010137051010.0,POINT (-73.79082771877711 42.70232366717492),1,-0.6875,-0.16666666666666666,0.0
2993,32150,137051,65plus,75to100k,96125.5117920474,4,13705,124.0863595,13705.0,1010.0,360010137051010.0,POINT (-73.79036944114966 42.70213713381493),1,0.875,-0.5,1.0
2994,31915,137051,65plus,150kplus,167702.72580514176,4,13705,124.0863595,13705.0,1016.0,360010137051016.0,POINT (-73.79132843337889 42.70145850824597),0,0.125,-0.16666666666666666,0.75
