,case_id,bgid,age,income,sample_inc,ami_catego,tract,elec_consu,TRACTCE10,BLOCKCE10,GEOID10,geometry,household_,attitude,pbc,subnorms
509,62600,11001,55to64,75to100k,90230.6538474456,2,1100,101.029416,1100.0,1115.0,360010011001115.0,POINT (-73.74784431416447 42.65035551449834),0,0.125,-0.16666666666666666,0.0
510,62637,11001,45to54,less75k,52712.31717938409,2,1100,101.029416,1100.0,1115.0,360010011001115.0,POINT (-73.74837654828474 42.64788611192545),1,1.0,0.5,1.0
1806,62590,11001,45to54,75to100k,80179.82798711862,2,1100,101.029416,1100.0,1045.0,360010011001045.0,POINT (-73.74944381685741 42.65361321218948),0,0.6875,-0.6666666666666666,0.25
1807,62603,11001,55to64,150kplus,169584.28628628512,4,1100,124.0863595,1100.0,1045.0,360010011001045.0,POINT (-73.74975423093892 42.65366751049185),0,0.5,-0.3333333333333333,0.5
1808,62613,11001,25to44,less75k,57751.652227539074,1,1100,110.040484,1100.0,1044.0,360010011001044.0,POINT (-73.74885066490404 42.65344074851585),0,-0.0625,-0.16666666666666666,0.5
3775,62627,11001,55to64,less75k,30597.84633404899,1,1100,110.040484,1100.0,1093.0,360010011001093.0,POINT (-73.75512490602613 42.64963668696981),0,0.625,-0.3333333333333333,0.0
5817,62639,11001,45to54,150kplus,282064.91965197737,4,1100,124.0863595,1100.0,1065.0,360010011001065.0,POINT (-73.7615619680882 42.65686929364524),1,0.0625,0.0,0.5
5818,62640,11001,55to64,less75k,25546.341278720665,1,1100,110.040484,1100.0,1065.0,360010011001065.0,POINT (-73.76236268176534 42.65745313439605),1,0.0,-0.6666666666666666,0.5
16731,62584,11001,25to44,150kplus,287316.88237777114,4,1100,124.0863595,1100.0,1097.0,360010011001097.0,POINT (-73.75808624576386 42.64924874218914),0,0.0,0.0,0.75
17229,62563,11001,25to44,less75k,55637.64878546276,2,1100,101.029416,1100.0,1015.0,360010011001015.0,POINT (-73.74742140307545 42.65581430447957),0,0.625,-0.6666666666666666,0.0
17230,62568,11001,25to44,less75k,60244.296197478674,2,1100,101.029416,1100.0,1015.0,360010011001015.0,POINT (-73.74860712841834 42.65394959612144),0,0.0625,-0.8333333333333334,0.25
17231,62593,11001,45to54,150kplus,214148.20707955406,4,1100,124.0863595,1100.0,1015.0,360010011001015.0,POINT (-73.74639227510174 42.65551908161287),0,0.625,0.0,1.0
17232,62608,11001,65plus,75to100k,96983.32901560696,2,1100,101.029416,1100.0,1015.0,360010011001015.0,POINT (-73.74754077005402 42.65657506205419),0,0.0625,-0.8333333333333334,-0.5
17233,62592,11001,45to54,150kplus,181246.2308460421,4,1100,124.0863595,1100.0,1010.0,360010011001010.0,POINT (-73.74717937014501 42.65795263202688),0,0.375,-0.16666666666666666,0.75
21857,62634,11001,25to44,less75k,71902.56572507313,2,1100,101.029416,1100.0,1110.0,360010011001110.0,POINT (-73.74989090766613 42.646693423387),1,0.875,-0.3333333333333333,0.5
28249,62626,11001,55to64,less75k,62716.21773667378,2,1100,101.029416,1100.0,1063.0,360010011001063.0,POINT (-73.75464708843349 42.65324518805875),0,0.4375,-0.16666666666666666,0.0
28250,62632,11001,65plus,75to100k,81857.55515193679,2,1100,101.029416,1100.0,1063.0,360010011001063.0,POINT (-73.75477767135322 42.65352134708321),0,0.0,-0.3333333333333333,0.25
28278,62618,11001,25to44,150kplus,202990.5373662606,4,1100,124.0863595,1100.0,1066.0,360010011001066.0,POINT (-73.75864738219612 42.65524748553875),0,0.5,0.0,0.5
28336,62575,11001,25to44,150kplus,156718.78446433187,4,1100,124.0863595,1100.0,1072.0,360010011001072.0,POINT (-73.75713924183589 42.64976475431801),0,-0.375,0.16666666666666666,0.75
28337,62579,11001,25to44,150kplus,252495.09402170964,4,1100,124.0863595,1100.0,1072.0,360010011001072.0,POINT (-73.75876875506225 42.65259409648201),0,0.125,-0.5,0.75
28338,62587,11001,45to54,less75k,23565.150405009903,1,1100,110.040484,1100.0,1072.0,360010011001072.0,POINT (-73.75691986266489 42.65099035964678),0,0.4375,-0.3333333333333333,0.0
28339,62597,11001,55to64,less75k,37820.148542429066,2,1100,101.029416,1100.0,1072.0,360010011001072.0,POINT (-73.76041611888934 42.65173529687887),0,0.3125,-0.5,0.75
28340,62619,11001,25to44,150kplus,242119.83717327655,4,1100,124.0863595,1100.0,1072.0,360010011001072.0,POINT (-73.75738648125298 42.64975701623898),0,0.125,-0.5,0.75
28341,62628,11001,55to64,75to100k,88020.32813268887,2,1100,101.029416,1100.0,1072.0,360010011001072.0,POINT (-73.75984928090567 42.65055432690723),0,-0.125,-0.3333333333333333,-0.25
28381,62607,11001,65plus,less75k,35478.85889270193,2,1100,101.029416,1100.0,1071.0,360010011001071.0,POINT (-73.75606605586864 42.65140187825573),0,-0.25,-0.16666666666666666,0.0
28896,62588,11001,45to54,less75k,67150.24965736934,1,1100,110.040484,1100.0,1144.0,360010011001144.0,POINT (-73.75350212815053 42.64572034025988),0,0.3125,-0.8333333333333334,-0.25
28897,62615,11001,25to44,75to100k,86321.09469063155,2,1100,101.029416,1100.0,1144.0,360010011001144.0,POINT (-73.75396471481635 42.64649776746909),0,0.0,0.0,0.0
29637,62636,11001,25to44,150kplus,170700.23568929586,4,1100,124.0863595,1100.0,1027.0,360010011001027.0,POINT (-73.74083366042383 42.65599020636319),1,0.5625,-0.16666666666666666,0.5
30775,62633,11001,65plus,150kplus,174140.97165017045,4,1100,124.0863595,1100.0,1001.0,360010011001001.0,POINT (-73.74493137154492 42.66140183147061),0,0.4375,-0.6666666666666666,0.0
30776,62642,11001,55to64,150kplus,299994.4476875204,4,1100,124.0863595,1100.0,1001.0,360010011001001.0,POINT (-73.74432058868065 42.66195433468127),1,-0.625,-0.5,0.5
30777,62609,11001,65plus,150kplus,286925.2875007197,4,1100,124.0863595,1100.0,1002.0,360010011001002.0,POINT (-73.7438334931548 42.66120376750121),0,0.125,0.3333333333333333,0.75
