,case_id,bgid,age,income,sample_inc,ami_catego,tract,elec_consu,TRACTCE10,BLOCKCE10,GEOID10,geometry,household_,attitude,pbc,subnorms
1737,41878,148022,45to54,less75k,34373.865831468065,2,14802,101.029416,14802.0,2001.0,360010148022001.0,POINT (-74.12233031937951 42.48586203960651),0,0.0,-0.3333333333333333,0.25
1738,41879,148022,45to54,less75k,40080.95755567533,2,14802,101.029416,14802.0,2001.0,360010148022001.0,POINT (-74.11813772988489 42.49326100670621),0,0.375,-0.16666666666666666,0.25
1739,41881,148022,45to54,75to100k,95223.96408118962,4,14802,124.0863595,14802.0,2001.0,360010148022001.0,POINT (-74.11587291295108 42.48283892813465),0,0.125,-0.3333333333333333,1.0
1740,41919,148022,25to44,less75k,28226.76449403334,3,14802,105.21587450000001,14802.0,2001.0,360010148022001.0,POINT (-74.12211596846436 42.49451819420114),0,0.5625,0.5,0.0
1741,41928,148022,25to44,100to150k,147479.2946904293,4,14802,124.0863595,14802.0,2001.0,360010148022001.0,POINT (-74.11658107532297 42.49089995283915),0,0.4375,-0.3333333333333333,0.25
1742,41943,148022,45to54,less75k,43755.98768031337,1,14802,110.040484,14802.0,2001.0,360010148022001.0,POINT (-74.12197809282836 42.49574862318562),0,0.0625,0.16666666666666666,0.5
1743,41952,148022,45to54,100to150k,115717.97448544909,4,14802,124.0863595,14802.0,2001.0,360010148022001.0,POINT (-74.11976587428229 42.49268370314015),0,0.5,-0.16666666666666666,0.5
1771,47121,148023,65plus,100to150k,138752.9224633383,4,14802,124.0863595,14802.0,3021.0,360010148023021.0,POINT (-74.10026635499565 42.4445275824071),0,0.4375,0.0,0.5
1772,47135,148023,25to44,less75k,51075.18278693758,2,14802,101.029416,14802.0,3021.0,360010148023021.0,POINT (-74.10920826371138 42.4463545126456),0,0.0625,-0.6666666666666666,0.25
1773,47143,148023,25to44,100to150k,109735.7780748758,4,14802,124.0863595,14802.0,3021.0,360010148023021.0,POINT (-74.1199647660538 42.43732401965987),0,0.0,-0.6666666666666666,0.75
1774,47168,148023,55to64,less75k,36796.754626655806,1,14802,110.040484,14802.0,3021.0,360010148023021.0,POINT (-74.11105822125911 42.45020078121838),0,0.6875,-0.16666666666666666,0.25
1775,47171,148023,55to64,less75k,28710.358378027617,1,14802,110.040484,14802.0,3021.0,360010148023021.0,POINT (-74.11404949722701 42.44495514026686),0,0.3125,-1.0,0.0
