,case_id,bgid,age,income,sample_inc,ami_catego,tract,elec_consu,TRACTCE10,BLOCKCE10,GEOID10,geometry,household_,attitude,pbc,subnorms
1780,27234,127001,25_below,150kplus,178178.39417480462,4,12700,124.0863595,12700.0,1000.0,360010127001000.0,POINT (-73.67955226039081 42.77854338225795),0,0.0,0.0,0.0
1781,27235,127001,25to44,less75k,32843.2843839259,3,12700,105.21587450000001,12700.0,1000.0,360010127001000.0,POINT (-73.67884477990869 42.77880629850404),0,0.25,-0.6666666666666666,0.25
1782,27251,127001,45to54,less75k,47551.33369344805,3,12700,105.21587450000001,12700.0,1000.0,360010127001000.0,POINT (-73.67825777511268 42.78123830176107),0,0.3125,-0.3333333333333333,1.0
1783,27253,127001,45to54,less75k,35166.62573216466,3,12700,105.21587450000001,12700.0,1000.0,360010127001000.0,POINT (-73.6826086699965 42.77231155586893),0,0.0,0.0,0.0
1784,27263,127001,55to64,75to100k,90983.20335120572,4,12700,124.0863595,12700.0,1000.0,360010127001000.0,POINT (-73.68122951048645 42.7746976879459),0,-0.75,0.16666666666666666,0.5
1785,27272,127001,65plus,less75k,48846.82822902021,3,12700,105.21587450000001,12700.0,1000.0,360010127001000.0,POINT (-73.68208502375326 42.77327481259817),0,0.0625,0.0,0.5
1786,27276,127001,65plus,less75k,27890.58413406502,1,12700,110.040484,12700.0,1000.0,360010127001000.0,POINT (-73.67820178138109 42.78322560063091),0,0.4375,-0.3333333333333333,0.75
1787,27304,127001,25to44,less75k,70330.812566184,1,12700,110.040484,12700.0,1000.0,360010127001000.0,POINT (-73.67746628801352 42.78161676675494),0,0.625,-0.3333333333333333,-0.25
1788,27312,127001,45to54,less75k,53899.56930087735,1,12700,110.040484,12700.0,1000.0,360010127001000.0,POINT (-73.6790929640915 42.77901996930822),0,0.125,-0.6666666666666666,0.0
1789,27316,127001,45to54,75to100k,88258.72312487416,4,12700,124.0863595,12700.0,1000.0,360010127001000.0,POINT (-73.68202874019447 42.77317134753636),0,0.3125,0.0,1.0
1790,27321,127001,55to64,less75k,32933.92037967187,3,12700,105.21587450000001,12700.0,1000.0,360010127001000.0,POINT (-73.67779523025696 42.78270381391685),0,0.5625,-0.16666666666666666,0.5
1791,27329,127001,65plus,less75k,51331.23118542925,3,12700,105.21587450000001,12700.0,1000.0,360010127001000.0,POINT (-73.68215011025136 42.7733193827363),0,0.25,-0.3333333333333333,0.0
