,case_id,bgid,age,income,sample_inc,ami_catego,tract,elec_consu,TRACTCE10,BLOCKCE10,GEOID10,geometry,household_,attitude,pbc,subnorms
1855,52771,135083,55to64,150kplus,190208.93564391485,4,13508,124.0863595,13508.0,3061.0,360010135083061.0,POINT (-73.75665324543556 42.76116266451597),1,0.25,0.0,0.5
1856,52892,135083,55to64,100to150k,121854.65962835884,4,13508,124.0863595,13508.0,3061.0,360010135083061.0,POINT (-73.75704190380233 42.76183092132689),1,0.3125,0.16666666666666666,0.75
3002,59515,135081,25to44,75to100k,76414.23222062536,4,13508,124.0863595,13508.0,1007.0,360010135081007.0,POINT (-73.74037784692288 42.78983755293288),0,0.5,-0.5,0.5
3003,59525,135081,25to44,75to100k,92221.82465892812,4,13508,124.0863595,13508.0,1007.0,360010135081007.0,POINT (-73.74187471048225 42.7904262183292),0,0.625,-0.16666666666666666,0.75
3004,59737,135081,25to44,150kplus,226872.2616518307,4,13508,124.0863595,13508.0,1007.0,360010135081007.0,POINT (-73.7399988839761 42.79029023005439),1,0.3125,0.3333333333333333,0.25
3005,59743,135081,45to54,less75k,30362.934010377143,2,13508,101.029416,13508.0,1007.0,360010135081007.0,POINT (-73.74038654220671 42.78951935456705),1,0.4375,0.0,0.0
3006,59752,135081,45to54,75to100k,82060.67317004553,4,13508,124.0863595,13508.0,1007.0,360010135081007.0,POINT (-73.74270020843427 42.79143528600496),1,0.5,-0.3333333333333333,0.25
3007,59887,135081,45to54,100to150k,109588.06850183477,4,13508,124.0863595,13508.0,1007.0,360010135081007.0,POINT (-73.7398853388444 42.79009439458098),1,0.4375,0.0,0.75
3008,59938,135081,55to64,150kplus,151239.06814113716,4,13508,124.0863595,13508.0,1007.0,360010135081007.0,POINT (-73.74138522964235 42.79124838697525),1,0.375,0.16666666666666666,0.0
3009,52303,135083,45to54,less75k,66533.17450351696,1,13508,110.040484,13508.0,3005.0,360010135083005.0,POINT (-73.76765885489101 42.76382676191015),0,0.0625,-1.0,0.25
3010,52311,135083,45to54,less75k,30152.88357839718,2,13508,101.029416,13508.0,3005.0,360010135083005.0,POINT (-73.76419804796711 42.76803140053629),0,0.75,0.0,-0.5
3011,52322,135083,45to54,100to150k,132440.19487594222,4,13508,124.0863595,13508.0,3005.0,360010135083005.0,POINT (-73.76488228248724 42.77361296569867),0,0.5,-0.5,0.5
3012,52323,135083,45to54,100to150k,129175.27935743332,4,13508,124.0863595,13508.0,3005.0,360010135083005.0,POINT (-73.7673832762114 42.77069104128831),0,-0.3125,0.0,0.0
3013,52342,135083,55to64,less75k,34310.71538242561,1,13508,110.040484,13508.0,3005.0,360010135083005.0,POINT (-73.76544985027107 42.76442798397187),0,0.5,-0.3333333333333333,-0.5
3014,52359,135083,55to64,100to150k,130880.17815579525,4,13508,124.0863595,13508.0,3005.0,360010135083005.0,POINT (-73.7730160057308 42.77145105389933),0,0.125,0.0,0.25
3015,52387,135083,65plus,75to100k,93827.19676792696,4,13508,124.0863595,13508.0,3005.0,360010135083005.0,POINT (-73.76309118360891 42.77170769476842),0,0.0,-0.6666666666666666,0.25
3016,52402,135083,65plus,150kplus,275527.1491090693,4,13508,124.0863595,13508.0,3005.0,360010135083005.0,POINT (-73.76833080990347 42.76279878684569),0,0.375,0.16666666666666666,0.5
3017,52435,135083,45to54,less75k,57102.10444068719,3,13508,105.21587450000001,13508.0,3005.0,360010135083005.0,POINT (-73.77063531237671 42.77021597437626),0,0.25,-0.6666666666666666,0.5
3018,52441,135083,45to54,less75k,56133.90777817869,2,13508,101.029416,13508.0,3005.0,360010135083005.0,POINT (-73.76779734291597 42.77108628684616),0,0.3125,-0.3333333333333333,0.75
3019,52458,135083,45to54,less75k,71831.34600775686,3,13508,105.21587450000001,13508.0,3005.0,360010135083005.0,POINT (-73.76394764471536 42.76982822872557),0,0.5625,-0.16666666666666666,-0.25
3020,52471,135083,45to54,75to100k,91916.49468327287,4,13508,124.0863595,13508.0,3005.0,360010135083005.0,POINT (-73.76274165353735 42.76770864721828),0,0.5,-1.0,0.0
3021,52473,135083,45to54,75to100k,96498.36513625986,4,13508,124.0863595,13508.0,3005.0,360010135083005.0,POINT (-73.76336372745716 42.76491749580983),0,0.0625,-0.5,0.25
3022,52480,135083,45to54,100to150k,108631.44148207859,4,13508,124.0863595,13508.0,3005.0,360010135083005.0,POINT (-73.76510107677171 42.77030228645891),0,0.6875,-0.3333333333333333,0.25
3023,52495,135083,45to54,100to150k,109199.86203666305,4,13508,124.0863595,13508.0,3005.0,360010135083005.0,POINT (-73.76530974945216 42.7706070624271),0,0.3125,0.0,0.0
3024,52506,135083,45to54,150kplus,175015.18410130645,4,13508,124.0863595,13508.0,3005.0,360010135083005.0,POINT (-73.76940037828832 42.77072811025602),0,0.9375,-0.16666666666666666,0.0
