,case_id,bgid,age,income,sample_inc,ami_catego,tract,elec_consu,TRACTCE10,BLOCKCE10,GEOID10,geometry,household_,attitude,pbc,subnorms
880,34901,4032,25to44,less75k,62941.509806942275,2,403,101.029416,403.0,2009.0,360010004032009.0,POINT (-73.79535496639883 42.66833720319705),0,0.5625,-0.3333333333333333,0.5
881,35212,4032,25to44,150kplus,287470.41711041285,4,403,124.0863595,403.0,2009.0,360010004032009.0,POINT (-73.79515817658526 42.66857170110836),1,0.3125,-0.16666666666666666,0.25
906,69110,4033,45to54,100to150k,126944.65366964506,4,403,124.0863595,403.0,3013.0,360010004033013.0,POINT (-73.80142207277999 42.67001732951387),0,0.3125,-0.3333333333333333,1.0
4260,69094,4033,45to54,less75k,48193.90451160503,3,403,105.21587450000001,403.0,3015.0,360010004033015.0,POINT (-73.80006914478524 42.67139208935946),0,0.625,-0.5,0.5
4261,69101,4033,45to54,less75k,32620.58739373473,2,403,101.029416,403.0,3015.0,360010004033015.0,POINT (-73.80046306834583 42.67147641657144),0,0.3125,0.0,0.25
4262,69123,4033,55to64,less75k,56531.134129185215,1,403,110.040484,403.0,3015.0,360010004033015.0,POINT (-73.80093438784223 42.6714238833725),0,0.5625,-0.16666666666666666,0.5
4263,69154,4033,65plus,100to150k,109645.53131788754,4,403,124.0863595,403.0,3015.0,360010004033015.0,POINT (-73.80102920125773 42.670868569844),0,-0.875,-0.16666666666666666,0.5
4264,69170,4033,45to54,150kplus,239516.9707952548,4,403,124.0863595,403.0,3015.0,360010004033015.0,POINT (-73.80108286348474 42.67132571445907),0,-0.8125,0.0,0.5
4265,69178,4033,65plus,less75k,25231.32763197689,2,403,101.029416,403.0,3015.0,360010004033015.0,POINT (-73.80032741929914 42.6715424342817),0,0.5625,-0.6666666666666666,0.5
4266,69183,4033,65plus,150kplus,238574.1690112992,4,403,124.0863595,403.0,3015.0,360010004033015.0,POINT (-73.80095058625768 42.67117774279934),0,0.3125,-0.16666666666666666,0.75
4267,69194,4033,45to54,75to100k,85501.23997443389,4,403,124.0863595,403.0,3015.0,360010004033015.0,POINT (-73.80120761173781 42.6707265414849),1,-0.75,0.6666666666666666,0.5
4268,69202,4033,55to64,less75k,60998.597921976194,2,403,101.029416,403.0,3015.0,360010004033015.0,POINT (-73.80064617501112 42.67094589948556),1,0.625,-0.3333333333333333,0.25
4269,69217,4033,65plus,less75k,57694.28696165514,2,403,101.029416,403.0,3015.0,360010004033015.0,POINT (-73.80063120814937 42.67079569462793),1,0.5,-0.8333333333333334,0.5
4320,69127,4033,55to64,75to100k,83177.55902130608,4,403,124.0863595,403.0,3008.0,360010004033008.0,POINT (-73.80017946708472 42.67222102941395),0,0.6875,-1.0,0.0
4321,69231,4033,45to54,less75k,62611.75316228026,1,403,110.040484,403.0,3008.0,360010004033008.0,POINT (-73.79976831096356 42.67246275107716),1,0.5,0.8333333333333334,0.75
4322,69241,4033,45to54,150kplus,210346.5018599617,4,403,124.0863595,403.0,3008.0,360010004033008.0,POINT (-73.79999463993586 42.67229730730581),1,0.1875,-0.3333333333333333,0.75
4323,69250,4033,55to64,100to150k,137342.40883721702,4,403,124.0863595,403.0,3008.0,360010004033008.0,POINT (-73.80005873050855 42.67226066714333),1,0.5,0.16666666666666666,0.5
4324,69254,4033,65plus,less75k,66790.0754757025,2,403,101.029416,403.0,3008.0,360010004033008.0,POINT (-73.79989738400675 42.67158568235388),1,0.375,-1.0,0.0
4325,69258,4033,65plus,less75k,23595.396235931737,2,403,101.029416,403.0,3008.0,360010004033008.0,POINT (-73.79937935074022 42.67224501884379),1,0.8125,-0.16666666666666666,0.0
4326,34897,4032,25to44,less75k,38644.22856570933,1,403,110.040484,403.0,2013.0,360010004032013.0,POINT (-73.80082448837773 42.66957051565746),0,0.1875,-0.16666666666666666,-0.25
4327,34905,4032,25to44,less75k,41880.19080177587,1,403,110.040484,403.0,2013.0,360010004032013.0,POINT (-73.79955439907029 42.67148372685079),0,0.5,-0.16666666666666666,0.0
4328,34950,4032,65plus,less75k,27212.582127538488,2,403,101.029416,403.0,2013.0,360010004032013.0,POINT (-73.79925017400672 42.67182686609571),0,0.1875,-0.16666666666666666,0.5
4329,34969,4032,65plus,150kplus,279166.4588697718,4,403,124.0863595,403.0,2013.0,360010004032013.0,POINT (-73.79978326642552 42.67117500748393),0,0.5,0.0,0.75
4330,34996,4032,25to44,less75k,40428.59355781839,2,403,101.029416,403.0,2013.0,360010004032013.0,POINT (-73.80107332508224 42.66989372607102),0,0.0625,-0.5,0.0
4331,35075,4032,55to64,100to150k,143667.1964762017,4,403,124.0863595,403.0,2013.0,360010004032013.0,POINT (-73.79923162148961 42.67117733456133),0,0.3125,-0.6666666666666666,0.5
4332,35080,4032,65plus,less75k,74032.8458322049,3,403,105.21587450000001,403.0,2013.0,360010004032013.0,POINT (-73.80049272854609 42.67021350288989),0,0.5,-0.16666666666666666,0.0
4333,35089,4032,65plus,less75k,35691.640114558264,2,403,101.029416,403.0,2013.0,360010004032013.0,POINT (-73.80051775284697 42.67036298239723),0,-0.125,0.0,0.5
4334,35095,4032,65plus,less75k,28844.711811918623,2,403,101.029416,403.0,2013.0,360010004032013.0,POINT (-73.80002049242508 42.67035023153528),0,0.0,-0.5,0.0
4335,35096,4032,65plus,less75k,29617.180251934136,3,403,105.21587450000001,403.0,2013.0,360010004032013.0,POINT (-73.79950882305999 42.67064841032234),0,0.0,-0.3333333333333333,0.5
4336,35124,4032,65plus,150kplus,250396.71422326425,4,403,124.0863595,403.0,2013.0,360010004032013.0,POINT (-73.80130557909227 42.66988095181716),0,0.5,-0.8333333333333334,0.0
4337,35133,4032,25to44,less75k,57603.72052660691,1,403,110.040484,403.0,2013.0,360010004032013.0,POINT (-73.79892630746787 42.67189487311751),1,1.0,-0.16666666666666666,0.75
4338,35134,4032,25to44,less75k,49407.908758428035,3,403,105.21587450000001,403.0,2013.0,360010004032013.0,POINT (-73.7996998834486 42.670722828858),1,0.75,-0.3333333333333333,0.75
4339,35136,4032,25to44,less75k,63427.67495590197,2,403,101.029416,403.0,2013.0,360010004032013.0,POINT (-73.80001981718232 42.67043155552212),1,0.0625,-0.5,0.0
4340,35137,4032,25to44,less75k,73445.28444678211,2,403,101.029416,403.0,2013.0,360010004032013.0,POINT (-73.79917419337583 42.6719320716533),1,0.4375,-0.16666666666666666,-0.75
4341,35183,4032,65plus,less75k,23252.703662400494,2,403,101.029416,403.0,2013.0,360010004032013.0,POINT (-73.79859881787414 42.67159293001848),1,0.375,-0.6666666666666666,0.0
4342,35186,4032,65plus,less75k,56964.16110673,1,403,110.040484,403.0,2013.0,360010004032013.0,POINT (-73.80032346552049 42.67027833936456),1,0.375,-0.8333333333333334,0.25
4343,35219,4032,45to54,100to150k,137698.31137385988,4,403,124.0863595,403.0,2013.0,360010004032013.0,POINT (-73.79941202608094 42.6707713569329),1,0.25,-0.5,0.25
4344,35220,4032,45to54,100to150k,115750.96820923455,4,403,124.0863595,403.0,2013.0,360010004032013.0,POINT (-73.80025828441948 42.67042371479943),1,-0.6875,0.0,0.75
4345,35256,4032,45to54,75to100k,81923.16285767351,4,403,124.0863595,403.0,2013.0,360010004032013.0,POINT (-73.8005495501929 42.67025500563877),1,1.0,-0.5,0.0
4346,34902,4032,25to44,less75k,73020.73669489137,2,403,101.029416,403.0,2012.0,360010004032012.0,POINT (-73.79856607204607 42.67037495950569),0,0.0625,-0.8333333333333334,0.5
4347,34908,4032,25to44,75to100k,80016.85498445315,4,403,124.0863595,403.0,2012.0,360010004032012.0,POINT (-73.80066368021456 42.6693818907568),0,0.125,-0.3333333333333333,0.5
4348,34909,4032,25to44,75to100k,81514.6197386663,4,403,124.0863595,403.0,2012.0,360010004032012.0,POINT (-73.79841837561356 42.6708864114294),0,0.3125,-0.3333333333333333,1.0
4349,34933,4032,45to54,100to150k,111869.97657967237,4,403,124.0863595,403.0,2012.0,360010004032012.0,POINT (-73.79948815753745 42.66938157573483),0,0.125,0.16666666666666666,0.25
4350,34936,4032,55to64,less75k,41289.9636956115,2,403,101.029416,403.0,2012.0,360010004032012.0,POINT (-73.79946870714122 42.67046671055132),0,0.3125,0.0,0.25
4351,34941,4032,55to64,75to100k,95070.64323402726,4,403,124.0863595,403.0,2012.0,360010004032012.0,POINT (-73.79906761329423 42.67083841198577),0,0.3125,-1.0,0.5
4352,34960,4032,65plus,75to100k,83670.69088740353,4,403,124.0863595,403.0,2012.0,360010004032012.0,POINT (-73.80028886407945 42.66958558229098),0,0.0,0.0,-0.75
4353,34970,4032,65plus,150kplus,207466.06237935933,4,403,124.0863595,403.0,2012.0,360010004032012.0,POINT (-73.79853351779704 42.67128560110434),0,0.5,0.0,0.75
4354,34977,4032,25to44,less75k,31841.121411767832,2,403,101.029416,403.0,2012.0,360010004032012.0,POINT (-73.79781010894706 42.67097555910787),0,0.25,-0.6666666666666666,0.0
4355,35014,4032,25to44,100to150k,121578.03687573686,4,403,124.0863595,403.0,2012.0,360010004032012.0,POINT (-73.79947953560045 42.67016522089391),0,0.25,-1.0,1.0
4356,35028,4032,25to44,150kplus,151609.03510565794,4,403,124.0863595,403.0,2012.0,360010004032012.0,POINT (-73.79904045324567 42.67099721096231),0,0.125,0.16666666666666666,0.5
4357,35054,4032,45to54,150kplus,205605.15182671216,4,403,124.0863595,403.0,2012.0,360010004032012.0,POINT (-73.80005804248668 42.66979022487901),0,0.1875,0.0,0.25
4358,35060,4032,55to64,less75k,47332.59688181389,1,403,110.040484,403.0,2012.0,360010004032012.0,POINT (-73.79976133216782 42.66932289890156),0,0.25,-0.6666666666666666,0.5
4359,35071,4032,55to64,100to150k,134424.43839601462,4,403,124.0863595,403.0,2012.0,360010004032012.0,POINT (-73.79861007447832 42.67014163210775),0,0.0,-0.6666666666666666,0.0
4360,35087,4032,65plus,less75k,20645.20797476317,2,403,101.029416,403.0,2012.0,360010004032012.0,POINT (-73.79937067096118 42.67045155937244),0,0.0,-0.16666666666666666,0.5
4361,35100,4032,65plus,less75k,25416.18893384415,1,403,110.040484,403.0,2012.0,360010004032012.0,POINT (-73.79960485481433 42.66923426558045),0,0.125,-0.5,0.25
4362,35112,4032,65plus,100to150k,134664.75833581394,4,403,124.0863595,403.0,2012.0,360010004032012.0,POINT (-73.80009925084492 42.66975612772129),0,0.25,-0.6666666666666666,0.25
4363,35127,4032,65plus,150kplus,176462.75322869731,4,403,124.0863595,403.0,2012.0,360010004032012.0,POINT (-73.80057069432077 42.66961237080045),0,0.5625,0.5,0.0
4364,35128,4032,65plus,150kplus,226858.29699575645,4,403,124.0863595,403.0,2012.0,360010004032012.0,POINT (-73.80026547251137 42.66940383685868),0,0.125,-0.6666666666666666,0.5
4365,35139,4032,25to44,less75k,33798.52472393465,2,403,101.029416,403.0,2012.0,360010004032012.0,POINT (-73.79815696665449 42.67108416087696),1,0.5,-0.16666666666666666,0.5
4366,35141,4032,25to44,less75k,73931.35918588037,3,403,105.21587450000001,403.0,2012.0,360010004032012.0,POINT (-73.79986384695061 42.66978532573126),1,0.625,-0.3333333333333333,0.25
4367,35152,4032,25to44,150kplus,229899.35887074046,4,403,124.0863595,403.0,2012.0,360010004032012.0,POINT (-73.79995984738356 42.66973993295741),1,0.0625,0.0,0.25
4368,35154,4032,25to44,150kplus,218528.5001202489,4,403,124.0863595,403.0,2012.0,360010004032012.0,POINT (-73.79839072423013 42.67113665675292),1,0.1875,0.0,0.0
4369,35160,4032,45to54,less75k,66758.33374062969,3,403,105.21587450000001,403.0,2012.0,360010004032012.0,POINT (-73.79783352391522 42.67094952056757),1,0.75,-0.3333333333333333,0.5
4370,35161,4032,45to54,75to100k,83189.27618347827,4,403,124.0863595,403.0,2012.0,360010004032012.0,POINT (-73.79867929114667 42.67134622718848),1,0.4375,-0.8333333333333334,0.0
4371,35175,4032,55to64,150kplus,225082.7456567368,4,403,124.0863595,403.0,2012.0,360010004032012.0,POINT (-73.80001411041361 42.66941799248598),1,0.5,0.0,1.0
4372,35189,4032,65plus,75to100k,82536.64072020688,4,403,124.0863595,403.0,2012.0,360010004032012.0,POINT (-73.79940216736608 42.6696118330494),1,0.9375,-0.5,0.75
4373,35270,4032,65plus,75to100k,85686.56371714285,4,403,124.0863595,403.0,2012.0,360010004032012.0,POINT (-73.79880145191593 42.67016733493711),1,0.9375,-0.16666666666666666,0.5
4374,35276,4032,65plus,150kplus,154350.3858775297,4,403,124.0863595,403.0,2012.0,360010004032012.0,POINT (-73.79936410962031 42.67042868151317),1,0.375,0.16666666666666666,0.5
