CASE_ID,age,income,household_
000049072,55to64,75to100k,0
000049073,55to64,75to100k,0
000049074,55to64,75to100k,0
000049075,55to64,100to150k,0
000049076,55to64,100to150k,0
000049077,55to64,100to150k,0
000049080,55to64,100to150k,0
000049081,55to64,100to150k,0
000049082,55to64,100to150k,0
000049083,55to64,150kplus,0
000049085,55to64,150kplus,0
000049087,55to64,150kplus,0
000049088,55to64,150kplus,0
000049091,65plus,less75k,0
000049092,65plus,less75k,0
000049093,65plus,less75k,0
000049094,65plus,less75k,0
000049095,65plus,less75k,0
000049096,65plus,less75k,0
000049097,65plus,less75k,0
000049098,65plus,less75k,0
000049099,65plus,less75k,0
000049101,65plus,less75k,0
000049103,65plus,less75k,0
000049104,65plus,less75k,0
000049105,65plus,less75k,0
000049106,65plus,less75k,0
000049107,65plus,less75k,0
000049111,65plus,less75k,0
000049112,65plus,less75k,0
000049114,65plus,less75k,0
000049116,65plus,less75k,0
000049117,65plus,less75k,0
000049118,65plus,less75k,0
000049119,65plus,less75k,0
000049120,65plus,less75k,0
000049121,65plus,less75k,0
000049123,65plus,less75k,0
000049124,65plus,75to100k,0
000049126,65plus,75to100k,0
000049127,65plus,75to100k,0
000049128,65plus,75to100k,0
000049129,65plus,75to100k,0
000049130,65plus,75to100k,0
000049131,65plus,75to100k,0
000049132,65plus,75to100k,0
000049135,65plus,100to150k,0
000049139,65plus,100to150k,0
000049142,65plus,100to150k,0
000049143,65plus,100to150k,0
000049144,65plus,100to150k,0
000049148,65plus,150kplus,0
000049149,65plus,150kplus,0
000049150,65plus,150kplus,0
000049151,65plus,150kplus,0
000049152,25to44,less75k,0
000049155,25to44,less75k,0
000049156,25to44,less75k,0
000049157,25to44,less75k,0
000049158,25to44,less75k,0
000049161,25to44,less75k,0
000049162,25to44,less75k,0
000049163,25to44,less75k,0
000049166,25to44,less75k,0
000049167,25to44,less75k,0
000049168,25to44,less75k,0
000049171,25to44,less75k,0
000049174,25to44,less75k,0
000049175,25to44,75to100k,0
000049177,25to44,75to100k,0
000049178,25to44,75to100k,0
000049179,25to44,75to100k,0
000049180,25to44,75to100k,0
000049181,25to44,75to100k,0
000049182,25to44,100to150k,0
000049190,25to44,150kplus,0
000049192,45to54,less75k,0
000049194,45to54,less75k,0
000049195,45to54,less75k,0
000049201,45to54,less75k,0
000049203,45to54,less75k,0
000049204,45to54,less75k,0
000049205,45to54,less75k,0
000049207,45to54,less75k,0
000049208,45to54,less75k,0
000049209,45to54,less75k,0
000049210,45to54,less75k,0
000049213,45to54,less75k,0
000049215,45to54,75to100k,0
000049217,45to54,75to100k,0
000049218,45to54,75to100k,0
000049219,45to54,75to100k,0
000049220,45to54,75to100k,0
000049221,45to54,100to150k,0
000049224,45to54,100to150k,0
000049225,45to54,100to150k,0
000049227,45to54,150kplus,0
000049228,45to54,150kplus,0
000049229,45to54,150kplus,0
000049230,45to54,150kplus,0
000049231,55to64,less75k,0
000049232,55to64,less75k,0
000049233,55to64,less75k,0
000049234,55to64,less75k,0
000049235,55to64,less75k,0
000049237,55to64,less75k,0
000049240,55to64,less75k,0
000049242,55to64,less75k,0
000049245,55to64,less75k,0
000049248,55to64,less75k,0
000049249,55to64,less75k,0
000049250,55to64,less75k,0
000049252,55to64,less75k,0
000049255,55to64,less75k,0
000049256,55to64,less75k,0
000049257,55to64,less75k,0
000049258,55to64,less75k,0
000049261,55to64,less75k,0
000049262,55to64,less75k,0
000049264,55to64,less75k,0
000049267,55to64,less75k,0
000049271,55to64,75to100k,0
000049272,55to64,75to100k,0
000049273,55to64,75to100k,0
000049274,55to64,75to100k,0
000049275,55to64,75to100k,0
000049277,55to64,75to100k,0
000049278,55to64,75to100k,0
000049280,55to64,100to150k,0
000049281,55to64,100to150k,0
000049283,55to64,100to150k,0
000049284,55to64,100to150k,0
000049287,55to64,100to150k,0
000049288,55to64,100to150k,0
000049289,55to64,150kplus,0
000049291,55to64,150kplus,0
000049292,55to64,150kplus,0
000049293,55to64,150kplus,0
000049294,55to64,150kplus,0
