CASE_ID,age,income,household_
000052969,45to54,75to100k,1
000052970,45to54,75to100k,1
000052973,45to54,100to150k,1
000052990,55to64,less75k,1
000052991,55to64,less75k,1
000053000,55to64,75to100k,1
000053004,55to64,100to150k,1
000053006,55to64,100to150k,1
000053012,55to64,150kplus,1
000053026,65plus,75to100k,1
000053028,65plus,100to150k,1
000053033,65plus,100to150k,1
000053035,65plus,150kplus,1
000053036,65plus,150kplus,1
000053037,65plus,150kplus,1
000053038,65plus,150kplus,1
000053040,25to44,75to100k,1
000053042,25to44,150kplus,1
000053048,45to54,100to150k,1
000053050,45to54,150kplus,1
000053054,55to64,100to150k,1
000053058,65plus,less75k,1
000053059,65plus,less75k,1
000053062,65plus,150kplus,1
000052330,45to54,100to150k,0
000052355,55to64,75to100k,0
000052358,55to64,100to150k,0
000052361,55to64,100to150k,0
000052382,65plus,less75k,0
000052383,65plus,less75k,0
000052404,25to44,less75k,0
000052418,25to44,100to150k,0
000052454,45to54,less75k,0
000052474,45to54,75to100k,0
000052491,45to54,100to150k,0
000052532,55to64,less75k,0
000052534,55to64,less75k,0
000052570,55to64,100to150k,0
000052590,55to64,150kplus,0
000052599,55to64,150kplus,0
000052629,65plus,75to100k,0
000052633,65plus,75to100k,0
000052648,65plus,100to150k,0
000052663,65plus,150kplus,0
000052680,45to54,less75k,1
000052681,45to54,less75k,1
000052691,45to54,less75k,1
000052710,45to54,100to150k,1
000052714,45to54,100to150k,1
000052722,45to54,150kplus,1
000052739,55to64,less75k,1
000052766,55to64,100to150k,1
000052792,65plus,75to100k,1
000052802,65plus,100to150k,1
000052805,65plus,150kplus,1
000052813,25to44,less75k,1
000052830,45to54,less75k,1
000052882,55to64,less75k,1
000052910,55to64,150kplus,1
000052921,65plus,less75k,1
000052927,65plus,75to100k,1
000052936,65plus,150kplus,1
000052939,65plus,150kplus,1
000052950,25to44,100to150k,1
000052963,45to54,less75k,1
000052981,45to54,150kplus,1
000052995,55to64,less75k,1
000053005,55to64,100to150k,1
000053021,65plus,less75k,1
000053046,45to54,75to100k,1
000010571,65plus,150kplus,0
000010586,25to44,less75k,1
000010675,25to44,75to100k,1
000010749,25to44,100to150k,1
000060781,55to64,150kplus,0
000060840,25to44,75to100k,0
000061025,55to64,150kplus,0
000060707,45to54,less75k,0
000060989,55to64,100to150k,0
000061352,65plus,100to150k,1
000060749,55to64,75to100k,0
000060785,65plus,less75k,0
000060827,25to44,less75k,0
000060841,25to44,75to100k,0
000060857,25to44,100to150k,0
000060858,25to44,100to150k,0
000061020,55to64,100to150k,0
000061082,65plus,100to150k,0
000061151,55to64,100to150k,1
000061171,65plus,150kplus,1
000061259,55to64,75to100k,1
000061354,25_below,less75k,1
000061370,55to64,100to150k,1
000061299,65plus,less75k,1
000060944,55to64,less75k,0
000061280,55to64,100to150k,1
000060750,55to64,100to150k,0
000060800,65plus,100to150k,0
000060828,25to44,less75k,0
000060846,25to44,75to100k,0
000060911,45to54,100to150k,0
000060918,45to54,100to150k,0
000060972,55to64,75to100k,0
000060997,55to64,100to150k,0
000061168,65plus,100to150k,1
000061210,25to44,150kplus,1
000061240,45to54,150kplus,1
000061271,55to64,100to150k,1
000061291,55to64,150kplus,1
000060988,55to64,100to150k,0
