CASE_ID,age,income,household_
000055156,25to44,less75k,1
000055159,25to44,less75k,1
000055160,25to44,less75k,1
000055162,25to44,75to100k,1
000055163,25to44,75to100k,1
000055165,25to44,75to100k,1
000055166,25to44,100to150k,1
000055167,25to44,100to150k,1
000055174,25to44,150kplus,1
000055175,45to54,less75k,1
000055176,45to54,less75k,1
000055177,45to54,less75k,1
000055178,45to54,less75k,1
000055179,45to54,less75k,1
000055180,45to54,75to100k,1
000055184,45to54,150kplus,1
000055186,55to64,less75k,1
000055187,55to64,less75k,1
000055189,55to64,less75k,1
000055193,55to64,less75k,1
000055194,55to64,less75k,1
000055195,55to64,less75k,1
000055197,55to64,75to100k,1
000055199,55to64,75to100k,1
000055203,55to64,100to150k,1
000055204,55to64,150kplus,1
000055209,65plus,less75k,1
000055210,65plus,less75k,1
000055213,65plus,less75k,1
000055214,65plus,less75k,1
000055216,65plus,less75k,1
000055217,65plus,less75k,1
000055219,65plus,75to100k,1
000055220,65plus,75to100k,1
000055221,65plus,75to100k,1
000055223,65plus,100to150k,1
000055231,25_below,less75k,1
000055232,25_below,75to100k,1
000055235,25to44,less75k,1
000055236,25to44,less75k,1
000055239,25to44,100to150k,1
000055241,45to54,less75k,1
000055242,45to54,75to100k,1
000055243,45to54,100to150k,1
000055246,55to64,less75k,1
000055248,55to64,100to150k,1
000055255,65plus,150kplus,1
000055257,25_below,75to100k,1
000055261,25to44,less75k,1
000055264,25to44,less75k,1
000055268,25to44,75to100k,1
000055273,45to54,less75k,1
000055274,45to54,less75k,1
000055275,45to54,less75k,1
000055277,45to54,100to150k,1
000055278,45to54,150kplus,1
000055279,55to64,less75k,1
000055280,55to64,less75k,1
000055282,55to64,less75k,1
000055283,55to64,less75k,1
000055285,55to64,75to100k,1
000055286,55to64,100to150k,1
000055287,55to64,100to150k,1
000055289,55to64,150kplus,1
000055294,65plus,less75k,1
000055296,65plus,75to100k,1
000055297,65plus,100to150k,1
000055298,65plus,100to150k,1
000062453,25to44,75to100k,1
000010117,25to44,less75k,0
000010118,25to44,less75k,0
000010144,65plus,100to150k,0
000010152,25to44,75to100k,0
000010161,45to54,150kplus,0
000010172,55to64,75to100k,0
000067202,45to54,less75k,0
000067207,45to54,100to150k,0
000067224,55to64,150kplus,0
000067226,55to64,150kplus,0
000067246,25to44,less75k,1
000067271,25to44,150kplus,1
000067286,45to54,75to100k,1
000067298,45to54,150kplus,1
000067301,55to64,less75k,1
000067324,55to64,100to150k,1
000067338,65plus,75to100k,1
000067376,55to64,less75k,1
000067378,55to64,less75k,1
000067380,55to64,75to100k,1
000067387,55to64,150kplus,1
000034681,65plus,150kplus,0
000034745,45to54,less75k,0
000034793,55to64,150kplus,0
000061957,45to54,75to100k,0
000062017,65plus,less75k,0
000062042,65plus,150kplus,0
000062136,65plus,less75k,1
000008840,25to44,less75k,0
000008843,25to44,75to100k,0
000008844,25to44,75to100k,0
000008845,25to44,75to100k,0
000008848,25to44,100to150k,0
000008849,25to44,100to150k,0
000008859,45to54,less75k,0
000008862,45to54,less75k,0
000008865,45to54,75to100k,0
000008866,45to54,75to100k,0
000008876,45to54,150kplus,0
000008878,55to64,less75k,0
000008879,55to64,less75k,0
000008883,55to64,75to100k,0
000008885,55to64,75to100k,0
000008887,55to64,100to150k,0
000008888,55to64,100to150k,0
000008889,55to64,100to150k,0
000008891,55to64,100to150k,0
000008895,55to64,150kplus,0
000008897,65plus,less75k,0
000008902,65plus,75to100k,0
000008907,65plus,100to150k,0
000008916,25to44,less75k,0
000008924,25to44,less75k,0
000008926,25to44,less75k,0
000008930,25to44,75to100k,0
000008935,25to44,100to150k,0
000008937,25to44,100to150k,0
000008943,25to44,100to150k,0
000008944,25to44,100to150k,0
000008947,25to44,100to150k,0
000008952,25to44,150kplus,0
000008955,25to44,150kplus,0
000008957,25to44,150kplus,0
000008960,25to44,150kplus,0
000008961,25to44,150kplus,0
000008962,25to44,150kplus,0
000008963,25to44,150kplus,0
000008967,45to54,less75k,0
000008969,45to54,less75k,0
000008970,45to54,less75k,0
000008972,45to54,less75k,0
000008973,45to54,less75k,0
000008975,45to54,less75k,0
000008978,45to54,75to100k,0
000008981,45to54,75to100k,0
000008982,45to54,75to100k,0
000008983,45to54,75to100k,0
000008984,45to54,100to150k,0
000008985,45to54,100to150k,0
000008986,45to54,100to150k,0
000008987,45to54,100to150k,0
000008989,45to54,100to150k,0
000008993,45to54,100to150k,0
000008994,45to54,100to150k,0
000008999,45to54,150kplus,0
000009000,45to54,150kplus,0
000009001,45to54,150kplus,0
000009008,45to54,150kplus,0
000009011,55to64,less75k,0
000009012,55to64,less75k,0
000009014,55to64,less75k,0
000009020,55to64,less75k,0
000009021,55to64,less75k,0
000009024,55to64,75to100k,0
000009029,55to64,75to100k,0
