CASE_ID,age,income,household_
000047128,25to44,less75k,0
000047154,45to54,less75k,0
000047252,65plus,75to100k,0
000045143,45to54,less75k,1
000050449,45to54,100to150k,1
000050609,25to44,150kplus,1
000050657,55to64,75to100k,1
000050681,55to64,150kplus,1
000018337,25to44,less75k,0
000018355,55to64,less75k,0
000018394,25to44,100to150k,0
000018404,45to54,less75k,0
000018411,45to54,100to150k,0
000018418,45to54,150kplus,0
000018421,55to64,less75k,0
000018436,55to64,75to100k,0
000018438,55to64,100to150k,0
000018444,55to64,150kplus,0
000018448,55to64,150kplus,0
000018479,25to44,75to100k,1
000018487,45to54,less75k,1
000018502,55to64,100to150k,1
000018504,55to64,100to150k,1
000018516,65plus,100to150k,1
000018531,25to44,100to150k,1
000018532,25to44,150kplus,1
000018533,25to44,150kplus,1
000018567,65plus,less75k,1
000018572,65plus,100to150k,1
000018574,65plus,100to150k,1
000018344,25to44,150kplus,0
000018356,55to64,less75k,0
000018446,55to64,150kplus,0
000018477,25to44,less75k,1
000018481,25to44,100to150k,1
000018518,65plus,100to150k,1
000018565,65plus,less75k,1
000068801,45to54,150kplus,0
000068906,55to64,150kplus,0
000069043,45to54,less75k,1
000068833,25to44,150kplus,0
000068942,65plus,100to150k,0
000028772,65plus,less75k,0
000028788,25to44,less75k,0
000028814,45to54,150kplus,0
000028818,55to64,less75k,0
000028870,65plus,less75k,0
000034608,45to54,less75k,0
000034686,65plus,150kplus,0
000034687,65plus,150kplus,0
000034690,25to44,less75k,0
000034719,25to44,75to100k,0
000034773,55to64,less75k,0
000034792,55to64,100to150k,0
000034800,65plus,less75k,0
000034802,65plus,less75k,0
000034851,65plus,100to150k,0
000034861,65plus,150kplus,0
000034872,25to44,less75k,1
000034888,65plus,less75k,1
000062565,25to44,less75k,0
000062580,25to44,150kplus,0
000047558,45to54,75to100k,1
000047572,25to44,100to150k,1
000025991,25to44,150kplus,0
000026002,45to54,150kplus,0
000026011,55to64,less75k,0
000026013,55to64,less75k,0
000026038,65plus,less75k,0
000026046,65plus,75to100k,0
000026047,65plus,100to150k,0
000026068,25to44,75to100k,0
000026092,45to54,less75k,0
000026134,55to64,75to100k,0
000026138,55to64,75to100k,0
000026154,55to64,100to150k,0
000026185,65plus,less75k,0
000026199,65plus,75to100k,0
000026204,65plus,75to100k,0
000026207,65plus,100to150k,0
000026208,65plus,100to150k,0
000026213,65plus,100to150k,0
000026256,55to64,less75k,1
000026269,55to64,150kplus,1
000026286,65plus,100to150k,1
000026290,65plus,150kplus,1
000026317,55to64,less75k,1
000026325,55to64,75to100k,1
000026326,55to64,75to100k,1
000026328,55to64,100to150k,1
000026400,55to64,less75k,1
000026402,55to64,75to100k,1
000026409,55to64,100to150k,1
000026419,65plus,less75k,1
000051907,25to44,75to100k,0
000051912,25to44,150kplus,0
000051914,45to54,less75k,0
000051915,45to54,less75k,0
000051921,45to54,75to100k,0
000051922,45to54,75to100k,0
000051925,45to54,100to150k,0
000051931,45to54,150kplus,0
000051933,45to54,150kplus,0
000051934,45to54,150kplus,0
000051941,55to64,100to150k,0
000051944,65plus,less75k,0
000051959,65plus,150kplus,0
000051965,25to44,less75k,0
000051967,25to44,less75k,0
000051969,25to44,75to100k,0
000051971,25to44,75to100k,0
000051973,25to44,100to150k,0
000051974,25to44,100to150k,0
000051982,25to44,150kplus,0
000051984,25to44,150kplus,0
000051990,45to54,less75k,0
000051991,45to54,less75k,0
000051992,45to54,less75k,0
000051996,45to54,less75k,0
000052007,45to54,less75k,0
000052011,45to54,less75k,0
000052012,45to54,less75k,0
000052016,45to54,75to100k,0
000052017,45to54,75to100k,0
000052020,45to54,75to100k,0
000052025,45to54,75to100k,0
000052026,45to54,75to100k,0
000052029,45to54,75to100k,0
000052030,45to54,75to100k,0
000052034,45to54,100to150k,0
000052036,45to54,100to150k,0
000052038,45to54,100to150k,0
000052044,45to54,100to150k,0
000052049,45to54,100to150k,0
000052051,45to54,100to150k,0
000052055,45to54,100to150k,0
000052067,45to54,150kplus,0
000052068,45to54,150kplus,0
000052071,45to54,150kplus,0
000052072,45to54,150kplus,0
000052073,45to54,150kplus,0
000052076,55to64,less75k,0
000052087,55to64,less75k,0
000052090,55to64,75to100k,0
000052093,55to64,75to100k,0
000052094,55to64,75to100k,0
000052106,55to64,150kplus,0
000052116,65plus,less75k,0
000052123,65plus,less75k,0
000052124,65plus,less75k,0
000052125,65plus,less75k,0
000052128,65plus,less75k,0
000052129,65plus,less75k,0
000052131,65plus,less75k,0
000052132,65plus,less75k,0
000052137,65plus,75to100k,0
000052141,65plus,75to100k,0
000052143,65plus,75to100k,0
000052151,65plus,100to150k,0
000052154,65plus,100to150k,0
000052157,65plus,100to150k,0
000052160,65plus,100to150k,0
000052161,65plus,100to150k,0
000052168,65plus,150kplus,0
000052169,65plus,150kplus,0
000052171,65plus,150kplus,0
000052172,65plus,150kplus,0
000052176,65plus,150kplus,0
000052182,45to54,less75k,1
000052184,45to54,less75k,1
000052186,45to54,less75k,1
000052188,45to54,75to100k,1
000052191,45to54,100to150k,1
000052198,55to64,less75k,1
000052200,55to64,75to100k,1
000052206,65plus,less75k,1
000052212,65plus,100to150k,1
000052213,65plus,100to150k,1
000052214,65plus,100to150k,1
000052218,25to44,less75k,1
000052224,45to54,less75k,1
000052226,45to54,75to100k,1
000052227,45to54,75to100k,1
000052229,45to54,100to150k,1
000052232,45to54,150kplus,1
000052235,55to64,less75k,1
000052236,55to64,less75k,1
000052241,65plus,less75k,1
000052243,65plus,less75k,1
000052247,65plus,100to150k,1
000052251,25to44,less75k,1
000052254,25to44,150kplus,1
000052257,45to54,less75k,1
000052267,45to54,150kplus,1
000052272,55to64,100to150k,1
000052276,65plus,less75k,1
000052277,65plus,less75k,1
000052278,65plus,less75k,1
000062571,25to44,75to100k,0
000006985,65plus,150kplus,0
000008398,65plus,75to100k,0
000034603,25to44,150kplus,0
000034744,45to54,less75k,0
000034747,45to54,less75k,0
000034785,55to64,100to150k,0
000012307,55to64,less75k,0
000012330,45to54,less75k,0
000012334,45to54,100to150k,0
000012385,65plus,less75k,1
000007019,55to64,less75k,0
000067428,45to54,less75k,0
000067491,55to64,150kplus,0
000067492,55to64,150kplus,0
000067499,65plus,less75k,0
000067509,65plus,less75k,0
000067522,65plus,75to100k,0
000067523,65plus,75to100k,0
000067545,65plus,150kplus,0
000067563,25to44,less75k,0
000067586,25to44,100to150k,0
000067613,45to54,less75k,0
000067617,45to54,less75k,0
000067649,45to54,100to150k,0
000067660,45to54,150kplus,0
000067676,55to64,less75k,0
000067789,65plus,75to100k,0
000067792,65plus,75to100k,0
000067906,65plus,less75k,1
000067909,65plus,less75k,1
000067932,65plus,150kplus,1
000067933,65plus,150kplus,1
000067957,45to54,less75k,1
000068014,65plus,less75k,1
000068026,65plus,75to100k,1
000068039,65plus,150kplus,1
000068061,25to44,150kplus,1
000068067,45to54,less75k,1
000068074,45to54,75to100k,1
000068089,55to64,less75k,1
000067439,45to54,75to100k,0
000067693,55to64,less75k,0
000067720,55to64,150kplus,0
000067981,45to54,150kplus,1
000068029,65plus,100to150k,1
000068058,25to44,100to150k,1
000068076,45to54,100to150k,1
000068104,55to64,150kplus,1
000068131,65plus,150kplus,1
000039408,55to64,less75k,0
000039436,55to64,100to150k,0
000039462,55to64,150kplus,0
000039504,65plus,75to100k,0
000039588,25to44,75to100k,0
000039961,45to54,less75k,1
000040093,65plus,less75k,1
000040110,25to44,less75k,1
000067434,45to54,less75k,0
000067454,45to54,150kplus,0
000067694,55to64,75to100k,0
000067812,65plus,100to150k,0
000067817,65plus,150kplus,0
000067880,45to54,150kplus,1
000068083,45to54,150kplus,1
000067515,65plus,less75k,0
000067697,55to64,75to100k,0
000067774,65plus,less75k,0
000068000,55to64,150kplus,1
000068070,45to54,less75k,1
000067696,55to64,75to100k,0
000067836,65plus,150kplus,0
000067896,55to64,100to150k,1
000068001,55to64,150kplus,1
000068129,65plus,150kplus,1
000038319,25to44,less75k,0
000038440,55to64,150kplus,0
000038531,65plus,150kplus,0
000038575,25to44,100to150k,0
000038628,45to54,less75k,0
000038893,65plus,100to150k,0
000039071,45to54,less75k,1
000038387,45to54,150kplus,0
000038390,45to54,150kplus,0
000038647,45to54,100to150k,0
000038672,45to54,150kplus,0
000038723,55to64,less75k,0
000038788,55to64,150kplus,0
000039029,65plus,less75k,1
000039160,45to54,less75k,1
000038427,55to64,100to150k,0
000038526,65plus,150kplus,0
000038735,55to64,75to100k,0
000049585,55to64,150kplus,0
000049663,45to54,100to150k,0
000049667,45to54,150kplus,0
000049705,55to64,less75k,0
000049722,55to64,75to100k,0
000049753,55to64,150kplus,0
000049801,65plus,100to150k,0
000049843,25to44,less75k,1
000049942,65plus,150kplus,1
000049973,55to64,100to150k,1
000064330,25to44,less75k,0
000064342,25to44,75to100k,0
000064351,25to44,100to150k,0
000064374,45to54,100to150k,0
000064382,45to54,150kplus,0
000064403,55to64,100to150k,0
000064417,65plus,less75k,0
000064419,65plus,less75k,0
000064425,65plus,less75k,0
000064431,65plus,less75k,0
000064434,65plus,75to100k,0
000064438,65plus,75to100k,0
000064443,65plus,100to150k,0
000064444,65plus,100to150k,0
000064445,65plus,100to150k,0
000064451,65plus,150kplus,0
000064453,65plus,150kplus,0
000064481,25to44,75to100k,0
000064503,25to44,150kplus,0
000064505,25to44,150kplus,0
000064518,45to54,less75k,0
000064524,45to54,less75k,0
000064542,45to54,100to150k,0
000064547,45to54,100to150k,0
000064565,55to64,less75k,0
000064567,55to64,less75k,0
000064571,55to64,less75k,0
000064572,55to64,less75k,0
000064593,55to64,100to150k,0
000064596,55to64,100to150k,0
000064610,55to64,150kplus,0
000064613,55to64,150kplus,0
000064618,65plus,less75k,0
000064625,65plus,less75k,0
000064631,65plus,less75k,0
000064638,65plus,less75k,0
000064643,65plus,less75k,0
000064653,65plus,75to100k,0
000064672,65plus,100to150k,0
000064678,65plus,150kplus,0
000064681,65plus,150kplus,0
000064684,65plus,150kplus,0
000064688,65plus,150kplus,0
000064689,65plus,150kplus,0
000064696,65plus,150kplus,0
000064699,65plus,150kplus,0
000064701,25to44,less75k,1
000064706,25to44,less75k,1
000064707,25to44,less75k,1
000064718,25to44,100to150k,1
000064724,25to44,150kplus,1
000064737,45to54,less75k,1
000064753,45to54,150kplus,1
000064756,45to54,150kplus,1
000064759,55to64,less75k,1
000064791,65plus,less75k,1
000064799,65plus,less75k,1
000064807,65plus,less75k,1
000064815,65plus,75to100k,1
000064817,65plus,100to150k,1
000064824,65plus,100to150k,1
000064851,25to44,150kplus,1
000064857,45to54,75to100k,1
000064888,65plus,100to150k,1
000064889,65plus,100to150k,1
000064906,55to64,150kplus,1
000064911,65plus,150kplus,1
000049525,45to54,less75k,0
000049535,45to54,100to150k,0
000049543,55to64,less75k,0
000049548,55to64,less75k,0
000049558,55to64,less75k,0
000049589,55to64,150kplus,0
000049597,55to64,150kplus,0
000049604,65plus,less75k,0
000049610,65plus,75to100k,0
000049611,65plus,75to100k,0
000049616,65plus,100to150k,0
000049618,65plus,150kplus,0
000049623,25to44,less75k,0
000049646,45to54,less75k,0
000049655,45to54,75to100k,0
000049660,45to54,100to150k,0
000049664,45to54,100to150k,0
000049666,45to54,150kplus,0
000049675,55to64,less75k,0
000049680,55to64,less75k,0
000049681,55to64,less75k,0
000049701,55to64,less75k,0
000049727,55to64,75to100k,0
000049730,55to64,100to150k,0
000049737,55to64,100to150k,0
000049743,55to64,100to150k,0
000049744,55to64,100to150k,0
000049788,65plus,less75k,0
000049797,65plus,75to100k,0
000049806,65plus,100to150k,0
000049812,65plus,150kplus,0
000049876,55to64,less75k,1
000049879,55to64,less75k,1
000049913,55to64,150kplus,1
000049935,65plus,100to150k,1
000049948,25to44,150kplus,1
000049966,55to64,less75k,1
000049968,55to64,75to100k,1
000049969,55to64,75to100k,1
000049978,55to64,150kplus,1
000050004,45to54,100to150k,1
000050012,55to64,75to100k,1
000050014,55to64,100to150k,1
000050021,65plus,less75k,1
000064658,65plus,75to100k,0
000064708,25to44,less75k,1
000016095,25to44,less75k,0
000016098,25to44,75to100k,0
000016125,65plus,150kplus,0
000016134,25to44,75to100k,0
000016140,25to44,100to150k,0
000016168,55to64,100to150k,0
000016172,55to64,150kplus,0
000016177,65plus,less75k,0
000016179,65plus,less75k,0
000016182,65plus,75to100k,0
000016190,65plus,150kplus,0
000016212,65plus,75to100k,1
000067406,25to44,75to100k,0
000067745,65plus,less75k,0
000068027,65plus,75to100k,1
000068125,65plus,100to150k,1
000039656,45to54,75to100k,0
000040090,65plus,less75k,1
000027655,25to44,75to100k,0
000027658,25to44,100to150k,0
000027684,45to54,less75k,0
000027739,55to64,less75k,0
000027751,55to64,less75k,0
000027752,55to64,less75k,0
000027773,55to64,75to100k,0
000027816,55to64,150kplus,0
000027866,25to44,75to100k,0
000027953,45to54,100to150k,0
000028157,25to44,100to150k,1
000028240,55to64,150kplus,1
000028344,55to64,150kplus,1
000028352,65plus,less75k,1
000028360,65plus,100to150k,1
000028384,25to44,less75k,1
000063931,55to64,less75k,0
000063984,65plus,less75k,0
000063988,65plus,less75k,0
000064110,65plus,less75k,1
000064165,65plus,150kplus,1
000000085,65plus,less75k,0
000000096,65plus,75to100k,0
000000185,45to54,150kplus,0
000000214,55to64,100to150k,0
000000287,25to44,less75k,1
000000461,45to54,less75k,1
000000471,55to64,less75k,1
000000494,65plus,150kplus,1
000000495,65plus,150kplus,1
000027783,55to64,100to150k,0
000027974,55to64,less75k,0
000027995,55to64,less75k,0
000028097,65plus,less75k,0
000028250,65plus,less75k,1
000028363,65plus,100to150k,1
000041656,55to64,150kplus,0
000041670,25to44,less75k,0
000041682,25to44,75to100k,0
000041710,45to54,75to100k,0
000041728,55to64,less75k,0
000041782,25to44,100to150k,1
000041789,45to54,less75k,1
000041808,55to64,150kplus,1
000041818,65plus,100to150k,1
000041841,25to44,less75k,1
000041857,65plus,less75k,1
000057807,65plus,75to100k,0
000041664,65plus,100to150k,0
000041839,65plus,100to150k,1
000057792,65plus,less75k,0
000058333,65plus,less75k,1
000042433,65plus,less75k,0
000042459,65plus,75to100k,0
000042214,55to64,150kplus,0
000042642,65plus,150kplus,1
000042158,45to54,100to150k,0
000042189,55to64,less75k,0
000042199,55to64,75to100k,0
000042204,55to64,100to150k,0
000042278,25to44,less75k,0
000042284,25to44,75to100k,0
000042302,25to44,150kplus,0
000042320,45to54,75to100k,0
000042339,55to64,less75k,0
000042364,55to64,less75k,0
000042399,55to64,100to150k,0
000042441,65plus,less75k,0
000042490,45to54,less75k,1
000042498,55to64,less75k,1
000042503,55to64,less75k,1
000042525,65plus,100to150k,1
000042558,45to54,100to150k,1
000042580,55to64,less75k,1
000042609,65plus,less75k,1
000016699,25to44,less75k,0
000016706,25to44,100to150k,0
000016713,25to44,150kplus,0
000016721,45to54,less75k,0
000016723,45to54,less75k,0
000016727,45to54,less75k,0
000016732,45to54,75to100k,0
000016737,45to54,100to150k,0
000016752,45to54,150kplus,0
000016755,45to54,150kplus,0
000016766,55to64,less75k,0
000016779,55to64,75to100k,0
000016782,55to64,75to100k,0
000016786,55to64,100to150k,0
000016793,55to64,100to150k,0
000016807,55to64,150kplus,0
000016815,65plus,less75k,0
000016835,65plus,100to150k,0
000016839,65plus,100to150k,0
000016850,65plus,150kplus,0
000016865,25to44,less75k,0
000016866,25to44,less75k,0
000016898,25to44,150kplus,0
000016908,45to54,less75k,0
000016910,45to54,less75k,0
000016911,45to54,less75k,0
000016915,45to54,less75k,0
000016920,45to54,less75k,0
000016923,45to54,less75k,0
000016935,45to54,75to100k,0
000016943,45to54,100to150k,0
000016944,45to54,100to150k,0
000016957,45to54,100to150k,0
000016979,45to54,150kplus,0
000016983,55to64,less75k,0
000016984,55to64,less75k,0
000016994,55to64,less75k,0
000017004,55to64,less75k,0
000017006,55to64,less75k,0
000017025,55to64,100to150k,0
000017048,55to64,100to150k,0
000017052,55to64,150kplus,0
000017054,55to64,150kplus,0
000017082,65plus,less75k,0
000017097,65plus,less75k,0
000017102,65plus,75to100k,0
000017104,65plus,75to100k,0
000017106,65plus,75to100k,0
000017110,65plus,75to100k,0
000017140,65plus,100to150k,0
000017147,65plus,150kplus,0
000017148,65plus,150kplus,0
000017156,65plus,150kplus,0
000017159,65plus,150kplus,0
000017175,25to44,100to150k,1
000017186,45to54,75to100k,1
000017197,45to54,100to150k,1
000017210,55to64,less75k,1
000017224,55to64,100to150k,1
000017235,65plus,less75k,1
000017274,25to44,75to100k,1
000017289,25to44,150kplus,1
000017299,45to54,less75k,1
000017315,45to54,100to150k,1
000017321,45to54,100to150k,1
000017324,45to54,100to150k,1
000017332,45to54,150kplus,1
000017344,55to64,less75k,1
000017355,55to64,75to100k,1
000017356,55to64,75to100k,1
000017360,55to64,75to100k,1
000017365,55to64,100to150k,1
000017374,55to64,100to150k,1
000017375,55to64,100to150k,1
000017377,55to64,100to150k,1
000017385,55to64,150kplus,1
000017392,65plus,less75k,1
000017398,65plus,less75k,1
000017399,65plus,less75k,1
000017400,65plus,less75k,1
000017404,65plus,less75k,1
000017417,65plus,100to150k,1
000017418,65plus,100to150k,1
000017431,65plus,100to150k,1
000017436,65plus,150kplus,1
000017442,65plus,150kplus,1
000017443,65plus,150kplus,1
000056293,25to44,100to150k,0
000056451,25to44,100to150k,0
000056520,45to54,100to150k,0
000056654,65plus,150kplus,0
000056693,25to44,100to150k,1
000056906,25to44,100to150k,1
000056910,25to44,100to150k,1
000056934,25to44,150kplus,1
000056948,45to54,less75k,1
000056993,55to64,less75k,1
000057047,65plus,100to150k,1
000057104,45to54,less75k,1
000057126,45to54,150kplus,1
000057136,55to64,100to150k,1
000057209,65plus,150kplus,1
000032415,45to54,less75k,0
000032433,45to54,100to150k,0
000032615,55to64,75to100k,1
000032622,65plus,less75k,1
000021673,25to44,less75k,0
000021679,25to44,150kplus,0
000021708,55to64,150kplus,0
000021721,65plus,150kplus,0
000021745,45to54,less75k,0
000021768,55to64,less75k,0
000021773,55to64,75to100k,0
000021793,65plus,75to100k,0
000021796,65plus,75to100k,0
000021926,55to64,150kplus,1
000021931,65plus,less75k,1
000021698,55to64,less75k,0
000021739,45to54,less75k,0
000021782,55to64,150kplus,0
000021785,65plus,less75k,0
000021808,25to44,less75k,1
000021815,25to44,150kplus,1
000021817,25to44,150kplus,1
000021860,65plus,less75k,1
000021892,45to54,less75k,1
000021928,65plus,less75k,1
000021969,65plus,less75k,1
000016248,55to64,less75k,0
000016496,45to54,less75k,1
000044045,25to44,less75k,0
000044066,25to44,100to150k,0
000044112,55to64,less75k,0
000044115,55to64,less75k,0
000044135,55to64,100to150k,0
000044203,25to44,less75k,0
000044240,25to44,75to100k,0
000044292,45to54,less75k,0
000044295,45to54,less75k,0
000044299,45to54,75to100k,0
000044315,45to54,100to150k,0
000044316,45to54,100to150k,0
000044321,45to54,100to150k,0
000044331,55to64,less75k,0
000044332,55to64,less75k,0
000044376,55to64,75to100k,0
000044417,55to64,150kplus,0
000044428,55to64,150kplus,0
000044431,65plus,less75k,0
000044478,65plus,75to100k,0
000044561,65plus,less75k,1
000044570,65plus,150kplus,1
000044633,65plus,less75k,1
000044641,65plus,less75k,1
000044652,65plus,100to150k,1
000044377,55to64,75to100k,0
000044558,55to64,150kplus,1
000044644,65plus,75to100k,1
000044596,45to54,less75k,1
000057674,45to54,less75k,0
000057802,65plus,less75k,0
000058105,65plus,less75k,0
000044150,65plus,less75k,0
000044174,65plus,75to100k,0
000044196,65plus,150kplus,0
000044236,25to44,75to100k,0
000044313,45to54,100to150k,0
000044324,45to54,150kplus,0
000044411,55to64,100to150k,0
000044465,65plus,less75k,0
000044467,65plus,less75k,0
000044474,65plus,75to100k,0
000044540,25to44,100to150k,1
000044602,45to54,100to150k,1
000044610,55to64,less75k,1
000044667,25to44,100to150k,1
000006499,25to44,less75k,0
000006505,25to44,75to100k,0
000006521,45to54,less75k,0
000006522,45to54,less75k,0
000006533,45to54,150kplus,0
000006542,55to64,less75k,0
000006555,55to64,150kplus,0
000006563,65plus,less75k,0
000006570,65plus,less75k,0
000006593,65plus,150kplus,0
000006594,65plus,150kplus,0
000006606,25to44,less75k,0
000006608,25to44,less75k,0
000006614,25to44,75to100k,0
000006616,25to44,100to150k,0
000006622,25to44,150kplus,0
000006623,25to44,150kplus,0
000006624,25to44,150kplus,0
000006640,45to54,75to100k,0
000006642,45to54,75to100k,0
000006648,45to54,100to150k,0
000006650,45to54,150kplus,0
000006656,45to54,150kplus,0
000006662,55to64,less75k,0
000006664,55to64,less75k,0
000006669,55to64,75to100k,0
000006674,55to64,100to150k,0
000006681,55to64,150kplus,0
000006694,65plus,less75k,0
000006696,65plus,less75k,0
000006701,65plus,less75k,0
000006706,65plus,75to100k,0
000006715,65plus,100to150k,0
000006728,65plus,150kplus,0
000006739,65plus,150kplus,0
000006753,25to44,150kplus,1
000006755,25to44,150kplus,1
000006770,55to64,150kplus,1
000006777,65plus,75to100k,1
000006781,65plus,100to150k,1
000006792,25to44,75to100k,1
000006803,45to54,100to150k,1
000006811,55to64,75to100k,1
000006813,55to64,100to150k,1
000006818,55to64,150kplus,1
000006822,65plus,less75k,1
000006826,65plus,75to100k,1
000006833,65plus,150kplus,1
000006834,65plus,150kplus,1
000044498,65plus,100to150k,0
000044600,45to54,75to100k,1
000010653,65plus,75to100k,1
000010690,45to54,75to100k,1
000044042,25to44,less75k,0
000044046,25to44,less75k,0
000044245,25to44,100to150k,0
000044251,25to44,100to150k,0
000044691,65plus,less75k,1
000058506,25to44,150kplus,1
000044253,25to44,100to150k,0
