CASE_ID,age,income,household_
000072009,45to54,75to100k,0
000072021,45to54,150kplus,0
000072033,55to64,less75k,0
000072044,55to64,75to100k,0
000072064,65plus,less75k,0
000072066,65plus,less75k,0
000072130,25to44,100to150k,1
000072296,25to44,less75k,1
000072315,55to64,75to100k,1
000071826,25to44,less75k,0
000071856,45to54,less75k,0
000071858,45to54,less75k,0
000071894,65plus,less75k,0
000071896,65plus,less75k,0
000071898,65plus,less75k,0
000071916,65plus,100to150k,0
000071926,25_below,less75k,0
000071933,25to44,less75k,0
000071934,25to44,less75k,0
000071960,25to44,less75k,0
000071985,25to44,150kplus,0
000071994,45to54,less75k,0
000071995,45to54,less75k,0
000072002,45to54,less75k,0
000072010,45to54,75to100k,0
000072062,65plus,less75k,0
000072075,65plus,less75k,0
000072109,25_below,100to150k,1
000072156,45to54,150kplus,1
000072167,55to64,75to100k,1
000072193,65plus,100to150k,1
000072210,25to44,less75k,1
000072215,25to44,less75k,1
000072216,25to44,less75k,1
000072246,45to54,100to150k,1
000072248,45to54,150kplus,1
000072260,55to64,100to150k,1
000072261,55to64,100to150k,1
000072269,65plus,less75k,1
000072281,65plus,75to100k,1
000072307,45to54,less75k,1
000071828,25to44,less75k,0
000071835,25to44,less75k,0
000071854,45to54,less75k,0
000071919,65plus,100to150k,0
000071930,25_below,100to150k,0
000071979,25to44,100to150k,0
000072000,45to54,less75k,0
000072001,45to54,less75k,0
000072030,55to64,less75k,0
000072035,55to64,less75k,0
000072046,55to64,100to150k,0
000072133,25to44,100to150k,1
000072174,65plus,less75k,1
000072181,65plus,less75k,1
000072200,25_below,less75k,1
000072213,25to44,less75k,1
000072222,25to44,75to100k,1
000072254,55to64,less75k,1
000072267,65plus,less75k,1
000072270,65plus,less75k,1
000072285,65plus,100to150k,1
000072326,65plus,100to150k,1
000044081,45to54,less75k,0
000044147,55to64,150kplus,0
000044152,65plus,less75k,0
000044176,65plus,75to100k,0
000044247,25to44,100to150k,0
000044358,55to64,less75k,0
000044384,55to64,75to100k,0
000044407,55to64,100to150k,0
000044426,55to64,150kplus,0
000044427,55to64,150kplus,0
000044435,65plus,less75k,0
000044486,65plus,75to100k,0
000044661,25to44,less75k,1
000044680,55to64,less75k,1
000044693,65plus,less75k,1
000047013,25to44,less75k,0
000033802,25to44,150kplus,0
000033804,45to54,less75k,0
000033807,45to54,150kplus,0
000033809,55to64,75to100k,0
000033810,55to64,100to150k,0
000033812,65plus,less75k,0
000033816,65plus,100to150k,0
000033817,65plus,150kplus,0
000033820,25to44,less75k,0
000033821,25to44,less75k,0
000033825,25to44,less75k,0
000033836,25to44,100to150k,0
000033841,25to44,100to150k,0
000033842,25to44,100to150k,0
000033843,25to44,100to150k,0
000033845,25to44,100to150k,0
000033846,25to44,100to150k,0
000033847,25to44,100to150k,0
000033848,25to44,100to150k,0
000033849,25to44,100to150k,0
000033852,25to44,100to150k,0
000033853,25to44,100to150k,0
000033854,25to44,100to150k,0
000033858,25to44,150kplus,0
000033861,25to44,150kplus,0
000033862,25to44,150kplus,0
000033863,25to44,150kplus,0
000033866,25to44,150kplus,0
000033867,45to54,less75k,0
000033869,45to54,less75k,0
000033871,45to54,100to150k,0
000033872,45to54,100to150k,0
000033876,45to54,100to150k,0
000033877,45to54,100to150k,0
000033883,45to54,150kplus,0
000033884,55to64,less75k,0
000033891,55to64,150kplus,0
000033894,65plus,less75k,0
000033895,65plus,less75k,0
000033898,65plus,less75k,0
000033899,65plus,75to100k,0
000033900,65plus,75to100k,0
000033902,65plus,100to150k,0
000033908,65plus,100to150k,0
000033912,65plus,100to150k,0
000033915,65plus,100to150k,0
000033920,65plus,100to150k,0
000033922,65plus,100to150k,0
000033925,65plus,150kplus,0
000033926,65plus,150kplus,0
000033927,65plus,150kplus,0
000033934,25to44,less75k,1
000033936,25to44,less75k,1
000033938,25to44,75to100k,1
000033942,25to44,100to150k,1
000033946,25to44,100to150k,1
000033953,25to44,100to150k,1
000033958,25to44,150kplus,1
000033959,25to44,150kplus,1
000033961,25to44,150kplus,1
000033965,45to54,less75k,1
000033969,45to54,100to150k,1
000033978,55to64,100to150k,1
000033979,55to64,100to150k,1
000033981,55to64,150kplus,1
000033985,65plus,less75k,1
000033993,65plus,100to150k,1
000033995,65plus,100to150k,1
000033996,65plus,100to150k,1
000033997,65plus,100to150k,1
000034002,65plus,150kplus,1
000034004,65plus,150kplus,1
000034006,65plus,150kplus,1
000034010,25to44,less75k,1
000034011,25to44,75to100k,1
000034013,25to44,100to150k,1
000034014,25to44,100to150k,1
000034017,25to44,100to150k,1
000034020,25to44,150kplus,1
000034022,45to54,less75k,1
000034027,45to54,150kplus,1
000034028,55to64,less75k,1
000034032,55to64,150kplus,1
000034033,65plus,less75k,1
000034039,65plus,100to150k,1
000034041,65plus,100to150k,1
000034047,25to44,75to100k,1
000034049,25to44,100to150k,1
000034052,25to44,100to150k,1
000034055,25to44,150kplus,1
000034057,25to44,150kplus,1
000034059,45to54,75to100k,1
000034063,45to54,150kplus,1
000034064,55to64,less75k,1
000034065,55to64,75to100k,1
000034067,55to64,150kplus,1
000034070,65plus,75to100k,1
000034071,65plus,100to150k,1
000034074,65plus,100to150k,1
000034078,65plus,150kplus,1
000033799,25to44,100to150k,0
000033811,55to64,150kplus,0
000033818,65plus,150kplus,0
000033819,25to44,less75k,0
000033944,25to44,100to150k,1
000033955,25to44,100to150k,1
000033956,25to44,150kplus,1
000033968,45to54,100to150k,1
000033971,45to54,100to150k,1
000033980,55to64,100to150k,1
000034026,45to54,100to150k,1
000034031,55to64,100to150k,1
000034044,65plus,150kplus,1
000034045,25to44,less75k,1
000034066,55to64,100to150k,1
000034069,65plus,less75k,1
000034075,65plus,100to150k,1
000034079,65plus,150kplus,1
000067399,25to44,less75k,0
000067403,25to44,less75k,0
000067404,25to44,75to100k,0
000067425,45to54,less75k,0
000067427,45to54,less75k,0
000067440,45to54,100to150k,0
000067449,45to54,150kplus,0
000067456,45to54,150kplus,0
000067487,55to64,150kplus,0
000067494,55to64,150kplus,0
000067529,65plus,75to100k,0
000067540,65plus,100to150k,0
000067581,25to44,75to100k,0
000067590,25to44,100to150k,0
000067591,25to44,100to150k,0
000067603,25to44,150kplus,0
000067624,45to54,less75k,0
000067646,45to54,100to150k,0
000067651,45to54,150kplus,0
000067662,45to54,150kplus,0
000067681,55to64,less75k,0
000067701,55to64,75to100k,0
000067730,55to64,150kplus,0
000067742,65plus,less75k,0
000067750,65plus,less75k,0
000067755,65plus,less75k,0
000067781,65plus,75to100k,0
000067782,65plus,75to100k,0
000067804,65plus,100to150k,0
000067809,65plus,100to150k,0
000067821,65plus,150kplus,0
000067835,65plus,150kplus,0
000067847,65plus,150kplus,0
000067851,25to44,less75k,1
000067877,45to54,100to150k,1
000067889,55to64,less75k,1
000067900,55to64,150kplus,1
000067901,55to64,150kplus,1
000067908,65plus,less75k,1
000067910,65plus,less75k,1
000067914,65plus,less75k,1
000067926,65plus,100to150k,1
000067934,65plus,150kplus,1
000067948,25to44,100to150k,1
000067955,25to44,150kplus,1
000067961,45to54,less75k,1
000067965,45to54,75to100k,1
000067976,45to54,150kplus,1
000067992,55to64,75to100k,1
000067997,55to64,100to150k,1
000068017,65plus,less75k,1
000068032,65plus,100to150k,1
000068036,65plus,100to150k,1
000068057,25to44,75to100k,1
000068080,45to54,150kplus,1
000068098,55to64,100to150k,1
