CASE_ID,age,income,household_
000058822,55to64,less75k,0
000058825,55to64,75to100k,0
000058836,55to64,100to150k,0
000058907,25to44,100to150k,0
000058913,25to44,100to150k,0
000058922,25to44,150kplus,0
000058960,45to54,less75k,0
000058966,45to54,75to100k,0
000058971,45to54,75to100k,0
000058976,45to54,100to150k,0
000058993,45to54,150kplus,0
000059027,55to64,less75k,0
000059031,55to64,75to100k,0
000059043,55to64,100to150k,0
000059047,55to64,100to150k,0
000059079,65plus,less75k,0
000059092,65plus,100to150k,0
000059105,65plus,150kplus,0
000059116,25to44,less75k,1
000059117,25to44,less75k,1
000059135,25to44,150kplus,1
000059156,45to54,less75k,1
000059157,45to54,less75k,1
000059163,45to54,75to100k,1
000059166,45to54,100to150k,1
000059170,45to54,100to150k,1
000059177,45to54,150kplus,1
000059187,55to64,less75k,1
000059190,55to64,less75k,1
000059241,65plus,150kplus,1
000059248,25to44,less75k,1
000059253,25to44,less75k,1
000059257,25to44,100to150k,1
000059272,45to54,less75k,1
000059279,45to54,less75k,1
000059281,45to54,less75k,1
000059284,45to54,less75k,1
000059296,45to54,100to150k,1
000059299,45to54,100to150k,1
000059306,45to54,150kplus,1
000059335,55to64,150kplus,1
000059340,65plus,less75k,1
000059348,65plus,less75k,1
000059349,65plus,less75k,1
000059367,25to44,less75k,1
000059370,25to44,less75k,1
000059373,25to44,75to100k,1
000059390,45to54,100to150k,1
000059394,45to54,150kplus,1
000059399,55to64,less75k,1
000059426,25to44,100to150k,1
000059440,55to64,75to100k,1
000059444,55to64,150kplus,1
000059445,65plus,less75k,1
000059446,65plus,less75k,1
000059449,65plus,100to150k,1
000040365,55to64,100to150k,1
000040389,25to44,100to150k,1
000059453,25to44,less75k,0
000059456,25to44,less75k,0
000059457,25to44,75to100k,0
000059464,25to44,150kplus,0
000059466,45to54,less75k,0
000059467,45to54,less75k,0
000059470,45to54,75to100k,0
000059480,55to64,100to150k,0
000059482,55to64,150kplus,0
000059489,25to44,less75k,0
000059493,25to44,less75k,0
000059494,25to44,less75k,0
000059498,25to44,less75k,0
000059500,25to44,less75k,0
000059502,25to44,less75k,0
000059507,25to44,less75k,0
000059513,25to44,less75k,0
000059517,25to44,75to100k,0
000059524,25to44,75to100k,0
000059526,25to44,100to150k,0
000059528,25to44,100to150k,0
000059532,25to44,100to150k,0
000059533,25to44,100to150k,0
000059534,25to44,100to150k,0
000059535,25to44,100to150k,0
000059537,25to44,100to150k,0
000059539,25to44,100to150k,0
000059544,25to44,100to150k,0
000059547,25to44,150kplus,0
000059548,25to44,150kplus,0
000059549,25to44,150kplus,0
000059550,25to44,150kplus,0
