CASE_ID,age,income,household_
000048570,65plus,less75k,0
000048597,65plus,100to150k,0
000048607,65plus,150kplus,0
000048624,25to44,less75k,1
000048666,55to64,less75k,1
000048696,65plus,less75k,1
000048745,25to44,100to150k,1
000048790,45to54,150kplus,1
000048894,45to54,less75k,1
000048918,65plus,less75k,1
000021180,25to44,less75k,0
000021226,55to64,less75k,0
000021232,55to64,150kplus,0
000021256,25to44,less75k,0
000021258,25to44,less75k,0
000021262,25to44,less75k,0
000021266,25to44,75to100k,0
000021283,45to54,150kplus,0
000021290,55to64,75to100k,0
000021317,25to44,100to150k,1
000021318,25to44,100to150k,1
000021336,65plus,75to100k,1
000021344,45to54,less75k,1
000021346,45to54,100to150k,1
000021355,65plus,150kplus,1
000021358,25to44,less75k,1
000021363,45to54,less75k,1
000021364,45to54,75to100k,1
000048194,25to44,100to150k,0
000048298,55to64,75to100k,0
000048526,55to64,75to100k,0
000048564,65plus,less75k,0
000048952,55to64,75to100k,1
000021386,45to54,less75k,0
000021415,65plus,150kplus,0
000021616,65plus,less75k,1
000021421,25to44,less75k,0
000021460,45to54,75to100k,0
000021482,55to64,75to100k,0
000021537,45to54,75to100k,1
000021566,25to44,less75k,1
000021576,25to44,100to150k,1
000021595,45to54,75to100k,1
000021659,65plus,less75k,1
000053188,25to44,less75k,0
000053192,25to44,less75k,0
000053195,25to44,less75k,0
000053208,25to44,75to100k,0
000053209,25to44,75to100k,0
000053211,25to44,75to100k,0
000053231,45to54,less75k,0
000053250,45to54,less75k,0
000053253,45to54,75to100k,0
000053274,55to64,less75k,0
000053279,55to64,100to150k,0
000053290,25to44,less75k,0
000053327,65plus,less75k,0
000053340,25to44,less75k,1
000053361,25to44,100to150k,1
000053362,25to44,100to150k,1
000053379,45to54,less75k,1
000053383,45to54,less75k,1
000053386,45to54,less75k,1
000053399,45to54,100to150k,1
000053421,25to44,less75k,1
000053443,45to54,150kplus,1
000053454,25to44,less75k,1
000053465,25to44,150kplus,1
000053467,45to54,less75k,1
000053468,45to54,less75k,1
000053472,45to54,less75k,1
000053477,45to54,75to100k,1
000053478,45to54,75to100k,1
000053479,45to54,100to150k,1
000053490,65plus,100to150k,1
000053178,25to44,less75k,0
000053182,25to44,less75k,0
000053206,25to44,75to100k,0
000053213,25to44,100to150k,0
000053216,25to44,100to150k,0
000053226,45to54,less75k,0
000053242,45to54,less75k,0
000053263,45to54,100to150k,0
000053278,55to64,75to100k,0
000053292,25to44,less75k,0
000053309,45to54,less75k,0
000053336,25to44,less75k,1
000053339,25to44,less75k,1
000053365,25to44,150kplus,1
000053366,25to44,150kplus,1
000053382,45to54,less75k,1
000053405,45to54,150kplus,1
000053409,55to64,less75k,1
000053412,55to64,100to150k,1
000053419,25to44,less75k,1
000053461,25to44,75to100k,1
000021387,45to54,less75k,0
000021414,65plus,100to150k,0
000021467,45to54,100to150k,0
000021487,65plus,less75k,0
000021513,65plus,150kplus,0
000021525,25to44,150kplus,1
000021564,65plus,100to150k,1
000021420,25to44,less75k,0
000021462,45to54,75to100k,0
000021477,55to64,less75k,0
000021506,65plus,75to100k,0
000021522,25to44,75to100k,1
000021589,45to54,less75k,1
000021615,65plus,less75k,1
000021668,65plus,100to150k,1
000048494,45to54,100to150k,0
000061729,25to44,less75k,0
000061788,65plus,less75k,0
000061803,65plus,100to150k,0
000061810,25to44,less75k,0
000061837,55to64,100to150k,0
000061851,65plus,75to100k,0
000061867,45to54,less75k,1
000061873,45to54,75to100k,1
000061887,65plus,less75k,1
000061726,25to44,less75k,0
000061737,25to44,100to150k,0
000061739,25to44,150kplus,0
000061749,45to54,less75k,0
000061772,55to64,75to100k,0
000061784,65plus,less75k,0
000061785,65plus,less75k,0
000061796,65plus,75to100k,0
000061809,65plus,150kplus,0
000061817,25to44,100to150k,0
000061840,65plus,less75k,0
000061841,65plus,less75k,0
000061842,65plus,less75k,0
000061862,25to44,75to100k,1
000061886,65plus,less75k,1
000061888,65plus,75to100k,1
000061728,25to44,less75k,0
000061733,25to44,75to100k,0
000061741,45to54,less75k,0
000061746,45to54,less75k,0
000061755,45to54,less75k,0
000061757,45to54,75to100k,0
000061765,45to54,100to150k,0
000061769,55to64,less75k,0
000061782,65plus,less75k,0
000061808,65plus,150kplus,0
000061815,25to44,75to100k,0
000061819,25to44,150kplus,0
000061822,45to54,less75k,0
000061826,45to54,less75k,0
000061827,45to54,less75k,0
000061833,45to54,150kplus,0
000061853,65plus,100to150k,0
000061861,25to44,75to100k,1
000061869,45to54,less75k,1
000061871,45to54,75to100k,1
000061879,55to64,100to150k,1
000061722,25to44,less75k,0
000061725,25to44,less75k,0
000061750,45to54,less75k,0
000061781,65plus,less75k,0
000061793,65plus,less75k,0
000061800,65plus,75to100k,0
000061818,25to44,100to150k,0
000061828,45to54,75to100k,0
000061850,65plus,75to100k,0
000061878,55to64,75to100k,1
000061893,65plus,150kplus,1
000061730,25to44,less75k,0
000061767,45to54,150kplus,0
000061783,65plus,less75k,0
000061801,65plus,75to100k,0
000061821,45to54,less75k,0
000061835,55to64,less75k,0
000061838,55to64,150kplus,0
000061848,65plus,less75k,0
000061889,65plus,75to100k,1
000053184,25to44,less75k,0
000053193,25to44,less75k,0
000053236,45to54,less75k,0
000053315,45to54,75to100k,0
000053328,65plus,75to100k,0
000053345,25to44,less75k,1
000053403,45to54,100to150k,1
000053464,25to44,100to150k,1
000061754,45to54,less75k,0
000061771,55to64,less75k,0
000061774,55to64,150kplus,0
000061806,65plus,100to150k,0
000061807,65plus,150kplus,0
000061830,45to54,75to100k,0
000061854,65plus,100to150k,0
000053187,25to44,less75k,0
000053197,25to44,less75k,0
000053243,45to54,less75k,0
000053260,45to54,75to100k,0
000053267,45to54,100to150k,0
000053298,25to44,75to100k,0
000053312,45to54,less75k,0
000053323,55to64,less75k,0
000053331,25to44,less75k,1
000053367,45to54,less75k,1
000053448,65plus,less75k,1
000053460,25to44,75to100k,1
000053463,25to44,100to150k,1
000053487,55to64,150kplus,1
000061724,25to44,less75k,0
000061727,25to44,less75k,0
000061731,25to44,75to100k,0
000061732,25to44,75to100k,0
000061744,45to54,less75k,0
000061759,45to54,75to100k,0
000061768,45to54,150kplus,0
000061775,65plus,less75k,0
000061779,65plus,less75k,0
000061780,65plus,less75k,0
000061794,65plus,75to100k,0
000061812,25to44,less75k,0
000061816,25to44,75to100k,0
000061820,45to54,less75k,0
000061843,65plus,less75k,0
000061856,65plus,150kplus,0
000061866,45to54,less75k,1
000061868,45to54,less75k,1
000061870,45to54,less75k,1
000061881,65plus,less75k,1
000061883,65plus,less75k,1
000061884,65plus,less75k,1
000063068,25to44,less75k,0
000063069,25to44,less75k,0
